contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CHX_dose_50ug_mL-1	psi_CHX_dose_50ug_mL-2	psi_CHX_dose_50ug_mL-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CHX_dose_50ug_mL-1	n_CHX_dose_50ug_mL-2	n_CHX_dose_50ug_mL-3
chx_high		chr7:NUDT1:t:2244562|7:2242975-2244562:+	NUDT1	chr7:NUDT1:t:2244562	t	2244562	7:2242975-2244562:+	7	2242975	2244562	+	144.7	0.214		0.296	0.082	0.122		welch	0.49426559053329233	0.7315041136267753	0	0	0.178	0.247	0.207	0.468	0.132	0.276	157	223	275	62	53	98
chx_high		chr19:PTBP1:s:805187|19:805187-805491:+	PTBP1	chr19:PTBP1:s:805187	s	805187	19:805187-805491:+	19	805187	805491	+	182.3	0.474		0.556	0.082	0.095		welch	0.5188862889915153	0.7463783073178447	0	0	0.508	0.478	0.438	0.597	0.667	0.37	264	297	276	62	114	81
chx_high		chrX:GRIPAP1:s:48982978|X:48981872-48982978:-	GRIPAP1	chrX:GRIPAP1:s:48982978	s	48982978	X:48981872-48982978:-	X	48981872	48982978	-	116.5	0.833		0.915	0.081	0.118		welch	0.1368455012021714	0.4566729868689605	0	0	0.913	0.757	0.803	0.927	1.0	0.877	115	70	127	137	63	187
chx_high		chr18:RPL17:t:49491584|18:49491584-49492257:-	RPL17	chr18:RPL17:t:49491584	t	49491584	18:49491584-49492257:-	18	49491584	49492257	-	245.0	0.182		0.263	0.081	0.078		welch	0.41198618591856345	0.6744743178687002	0	0	0.223	0.134	0.191	0.162	0.212	0.404	282	322	425	148	137	156
chx_high		chrX:FMR1:s:147943326|X:147943326-147944943:+	FMR1	chrX:FMR1:s:147943326	s	147943326	X:147943326-147944943:+	X	147943326	147944943	+	218.2	0.243		0.323	0.08	0.061		welch	0.421347556519975	0.6837325285131816	0	0	0.188	0.198	0.397	0.195	0.49	0.396	452	258	237	154	49	159
chx_high		chr16:METTL26:s:636093|16:635774-636093:-	METTL26	chr16:METTL26:s:636093	s	636093	16:635774-636093:-	16	635774	636093	-	204.5	0.113		0.191	0.079	0.059		welch	0.35561625233446115	0.6390150503486932	0	0	0.091	0.123	0.117	0.299	0.067	0.206	186	268	308	127	134	204
chx_high		chr7:CHCHD3:s:133081856|7:133081048-133081856:-	CHCHD3	chr7:CHCHD3:s:133081856	s	133081856	7:133081048-133081856:-	7	133081048	133081856	-	112.5	0.041		0.119	0.078	0.051		welch	0.4565178841200214	0.7109505182029133	0	0	0.077	0.018	0.048	0.586	0.033	0.031	104	220	166	29	60	96
chx_high		chr17:CNTROB:s:7936817|17:7936817-7937167:+	CNTROB	chr17:CNTROB:s:7936817	s	7936817	17:7936817-7937167:+	17	7936817	7937167	+	102.3	0.081		0.157	0.077	0.05		welch	0.8211784407098531	0.9204764095480888	0	0	0.137	0.08	0.041	0.0	0.068	0.25	102	112	146	41	73	140
chx_high		chr16:INO80E:t:30005220|16:30001530-30005220:+	INO80E	chr16:INO80E:t:30005220	t	30005220	16:30001530-30005220:+	16	30001530	30005220	+	168.5	0.62		0.696	0.076	0.089		welch	0.4016610577728176	0.6702001649695014	0	0	0.353	0.697	0.672	0.682	0.647	0.747	116	195	299	110	133	158
chx_high		chr22:RRP7A:s:42519713|22:42516136-42519713:-	RRP7A	chr22:RRP7A:s:42519713	s	42519713	22:42516136-42519713:-	22	42516136	42519713	-	112.7	0.025		0.101	0.076			welch	0.48336317492950265	0.7315041136267753	0	0	0.081	0.011	0.005	0.224	0.0	0.05	123	189	206	58	40	60
chx_high		chr2:DYNC1I2:t:171690146|2:171687627-171690146:+	DYNC1I2	chr2:DYNC1I2:t:171690146	t	171690146	2:171687627-171690146:+	2	171687627	171690146	+	160.7	0.07		0.145	0.074	0.099		welch	0.24207544743234563	0.5491958243200459	0	0	0.062	0.037	0.14	0.088	0.254	0.143	242	268	157	125	67	105
chx_high		chr17:CEP131:t:81192593|17:81192593-81192735:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81192735:-	17	81192593	81192735	-	159.2	0.72		0.794	0.074	0.046		welch	0.3706139214704721	0.6396561662327643	0	0	0.595	0.836	0.724	0.791	0.848	0.758	158	165	181	129	132	190
chx_high		chr2:HTRA2:t:74532819|2:74531925-74532819:+	HTRA2	chr2:HTRA2:t:74532819	t	74532819	2:74531925-74532819:+	2	74531925	74532819	+	137.5	0.273		0.346	0.073	0.097		welch	0.33237398977915944	0.6142607912374345	0	0	0.359	0.301	0.178	0.438	0.364	0.273	170	146	197	73	118	121
chx_high		chr11:TRPT1:s:64224284|11:64224210-64224284:-	TRPT1	chr11:TRPT1:s:64224284	s	64224284	11:64224210-64224284:-	11	64224210	64224284	-	158.2	0.61		0.684	0.073	0.034		welch	0.7934584414805023	0.9043134701318808	0	0	0.59	0.527	0.761	0.664	0.537	0.756	212	264	176	137	41	119
chx_high		chrX:OFD1:s:13762444|X:13762444-13763744:+	OFD1	chrX:OFD1:s:13762444	s	13762444	X:13762444-13763744:+	X	13762444	13763744	+	130.0	0.853		0.923	0.07	0.076		welch	0.2725379057163501	0.5704736090980237	0	0	0.873	0.919	0.726	0.916	0.905	0.958	71	99	62	237	168	143
chx_high		chr7:CALD1:t:134928753|7:134891673-134928753:+	CALD1	chr7:CALD1:t:134928753	t	134928753	7:134891673-134928753:+	7	134891673	134928753	+	110.3	0.663		0.733	0.07	-0.06		welch	0.3783986711544622	0.6442706237731951	0	0	0.613	0.681	0.697	0.791	0.831	0.605	155	160	145	67	59	76
chx_high		chrX:HSD17B10:t:53433886|X:53433886-53434177:-	HSD17B10	chrX:HSD17B10:t:53433886	t	53433886	X:53433886-53434177:-	X	53433886	53434177	-	119.0	0.04		0.11	0.07	0.067		welch	0.4128177005053553	0.6744743178687002	0	0	0.0	0.045	0.056	0.0	0.229	0.079	114	223	232	34	48	63
chx_high		chr8:CHCHD7:s:56214667|8:56214667-56216388:+	CHCHD7	chr8:CHCHD7:s:56214667	s	56214667	8:56214667-56216388:+	8	56214667	56216388	+	107.5	0.092		0.159	0.067	0.049		welch	0.5859778924676486	0.7813038566235315	0	0	0.094	0.069	0.116	0.382	0.034	0.075	160	144	121	68	59	93
chx_high		chr16:ATP2A1-AS1:s:28879541|16:28879107-28879541:-	ATP2A1-AS1	chr16:ATP2A1-AS1:s:28879541	s	28879541	16:28879107-28879541:-	16	28879107	28879541	-	244.3	0.264		0.33	0.066	0.068		welch	0.2888663066520483	0.5757608296409431	0	0	0.211	0.178	0.351	0.266	0.36	0.345	247	230	376	154	172	287
chx_high		chr2:BOLA3:s:74145188|2:74135658-74145188:-	BOLA3	chr2:BOLA3:s:74145188	s	74145188	2:74135658-74145188:-	2	74135658	74145188	-	233.5	0.363		0.429	0.066	0.085		welch	0.5275074466474292	0.7495482940197047	0	0	0.461	0.367	0.294	0.564	0.413	0.324	254	449	381	94	121	102
chx_high		chr12:YBX3:s:10713210|12:10704148-10713210:-	YBX3	chr12:YBX3:s:10713210	s	10713210	12:10704148-10713210:-	12	10704148	10713210	-	150.3	0.279		0.345	0.066	0.002		welch	0.561678105830471	0.7722238102227423	0	0	0.267	0.284	0.28	0.184	0.386	0.409	116	232	250	76	101	127
chx_high		chr9:CLTA:t:36204067|9:36191273-36204067:+	CLTA	chr9:CLTA:t:36204067	t	36204067	9:36191273-36204067:+	9	36191273	36204067	+	135.3	0.155		0.221	0.066	0.013		welch	0.7603105578358974	0.8970128601538668	0	0	0.185	0.238	0.056	0.0	0.256	0.339	173	172	196	73	86	112
chx_high		chr16:FUS:s:31182664|16:31182664-31183857:+	FUS	chr16:FUS:s:31182664	s	31182664	16:31182664-31183857:+	16	31182664	31183857	+	254.7	0.653		0.717	0.065	0.049		welch	0.503535365886924	0.7315041136267753	0	0	0.749	0.628	0.618	0.778	0.848	0.577	255	336	477	108	158	194
chx_high		chr1:EFHD2:s:15426018|1:15426018-15427149:+	EFHD2	chr1:EFHD2:s:15426018	s	15426018	1:15426018-15427149:+	1	15426018	15427149	+	219.5	0.863		0.928	0.065	0.035		welch	0.9151275232357201	0.9459017231321426	0	0	0.938	0.833	0.845	0.922	0.688	0.973	240	293	491	77	32	184
chx_high		chr7:CDK5:s:151055531|7:151055096-151055531:-	CDK5	chr7:CDK5:s:151055531	s	151055531	7:151055096-151055531:-	7	151055096	151055531	-	101.8	0.007		0.07	0.063			welch	0.4429789367195155	0.6991883757951273	0	0	0.0	0.0	0.013	0.0	0.0	0.261	105	110	224	63	63	46
chx_high		chr7:FIS1:s:101244959|7:101244139-101244959:-	FIS1	chr7:FIS1:s:101244959	s	101244959	7:101244139-101244959:-	7	101244139	101244959	-	202.0	0.829		0.891	0.062	0.065		welch	0.20766670283330024	0.5140263429281569	0	0	0.842	0.705	0.876	0.95	0.885	0.87	292	176	378	80	78	208
chx_high		chr10:RPP38:t:15103304|10:15102336-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15102336-15103304:+	10	15102336	15103304	+	157.8	0.404		0.467	0.062	0.021		welch	0.3675440026593186	0.6396561662327643	0	0	0.268	0.454	0.484	0.577	0.426	0.457	127	152	124	111	249	184
chx_high		chr1:SSR2:t:156011887|1:156011887-156018131:-	SSR2	chr1:SSR2:t:156011887	t	156011887	1:156011887-156018131:-	1	156011887	156018131	-	140.3	0.059		0.121	0.062	0.099		welch	0.39283383924534926	0.6592383968944941	0	0	0.0	0.033	0.101	0.02	0.22	0.09	110	215	286	49	82	100
chx_high		chr17:ANAPC11:t:81894466|17:81891833-81894466:+	ANAPC11	chr17:ANAPC11:t:81894466	t	81894466	17:81891833-81894466:+	17	81891833	81894466	+	146.3	0.046		0.108	0.062	0.048		welch	0.431746197279772	0.693707920500772	0	0	0.05	0.081	0.014	0.108	0.25	0.0	141	248	286	65	60	78
chx_high		chr1:PHGDH:s:119712160|1:119712160-119721266:+	PHGDH	chr1:PHGDH:s:119712160	s	119712160	1:119712160-119721266:+	1	119712160	119721266	+	182.0	0.031		0.093	0.061	0.033		welch	0.5470236569171958	0.7683103023442404	0	0	0.008	0.024	0.063	0.27	0.015	0.0	258	339	268	74	68	85
chx_high		chr1:POLR3GL:t:145977482|1:145977152-145977482:+	POLR3GL	chr1:POLR3GL:t:145977482	t	145977482	1:145977152-145977482:+	1	145977152	145977482	+	120.5	0.601		0.662	0.061	-0.034		welch	0.746442419752883	0.8929158515885981	0	0	0.543	0.537	0.727	0.641	0.467	0.827	175	164	165	78	60	81
chx_high		chr7:GGCT:s:30504568|7:30498938-30504568:-	GGCT	chr7:GGCT:s:30504568	s	30504568	7:30498938-30504568:-	7	30498938	30504568	-	182.0	0.399		0.458	0.059	0.004		welch	0.5652215465501544	0.7722238102227423	0	0	0.423	0.406	0.38	0.5	0.298	0.586	222	212	361	94	104	99
chx_high		chr7:SSBP1:t:141739123|7:141738575-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738575-141739123:+	7	141738575	141739123	+	105.2	0.187		0.245	0.058	0.02		welch	0.4280078892489458	0.690487865528686	0	0	0.103	0.239	0.168	0.306	0.353	0.095	78	188	161	62	68	74
chx_high		chr12:CD63:t:55728352|12:55728352-55729281:-	CD63	chr12:CD63:t:55728352	t	55728352	12:55728352-55729281:-	12	55728352	55729281	-	102.3	0.037		0.093	0.056	0.029		welch	0.44967832516795486	0.7040539997267712	0	0	0.0	0.081	0.026	0.318	0.0	0.062	109	149	227	22	27	80
chx_high		chr16:HIRIP3:t:29993808|16:29993808-29995102:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29995102:-	16	29993808	29995102	-	123.2	0.31		0.366	0.056	0.123		welch	0.4766922024945456	0.7306778116976762	0	0	0.317	0.261	0.362	0.525	0.336	0.278	104	153	130	101	107	144
chx_high		chr10:UPF2:t:12035441|10:12035441-12042754:-	UPF2	chr10:UPF2:t:12035441	t	12035441	10:12035441-12042754:-	10	12035441	12042754	-	100.2	0.756		0.812	0.056	0.069		welch	0.49066917665758986	0.7315041136267753	0	0	0.792	0.758	0.714	0.699	0.807	0.926	96	91	84	103	119	108
chx_high		chr2:INO80B:s:74455598|2:74455598-74455801:+	INO80B	chr2:INO80B:s:74455598	s	74455598	2:74455598-74455801:+	2	74455598	74455801	+	122.5	0.015		0.07	0.055			welch	0.5080791922815691	0.7344511096347434	0	0	0.047	0.006	0.0	0.0	0.268	0.0	128	162	175	97	71	102
chx_high		chr15:PKM:t:72219110|15:72219110-72230895:-	PKM	chr15:PKM:t:72219110	t	72219110	15:72219110-72230895:-	15	72219110	72230895	-	126.3	0.027		0.082	0.055			welch	0.565944847218037	0.7722238102227423	0	0	0.019	0.019	0.038	0.239	0.0	0.0	108	209	234	71	51	85
chx_high		chr5:SDHA:t:236427|5:233645-236427:+	SDHA	chr5:SDHA:t:236427	t	236427	5:233645-236427:+	5	233645	236427	+	132.5	0.0		0.054	0.054			welch	0.4226497308103742	0.6837325285131816	0	0	0.0	0.0	0.0	0.254	0.0	0.0	121	210	166	63	129	106
chx_high		chr12:ENSG00000257379:t:53467220|12:53465973-53467220:+	ENSG00000257379	chr12:ENSG00000257379:t:53467220	t	53467220	12:53465973-53467220:+	12	53465973	53467220	+	142.8	0.792		0.846	0.054	0.035		welch	0.5794432375602092	0.7768267706383319	0	0	0.904	0.741	0.734	0.908	0.951	0.696	198	185	214	87	81	92
chx_high		chr19:ERCC1:t:45413745|19:45413745-45413962:-	ERCC1	chr19:ERCC1:t:45413745	t	45413745	19:45413745-45413962:-	19	45413745	45413962	-	120.8	0.612		0.666	0.054	0.094		welch	0.8720096549703035	0.9363479409046009	0	0	0.609	0.715	0.52	0.68	0.434	0.794	87	158	175	103	76	126
chx_high		chr8:PUF60:t:143821913|8:143821913-143829279:-	PUF60	chr8:PUF60:t:143821913	t	143821913	8:143821913-143829279:-	8	143821913	143829279	-	184.5	0.238		0.291	0.053	-0.038		welch	0.6434256673292466	0.8406277174950347	0	0	0.114	0.222	0.326	0.15	0.323	0.313	140	338	258	60	164	147
chx_high		chr3:CHCHD6:s:126727186|3:126727186-126733077:+	CHCHD6	chr3:CHCHD6:s:126727186	s	126727186	3:126727186-126733077:+	3	126727186	126733077	+	143.8	0.022		0.074	0.051			welch	0.44885954450961113	0.7040539997267712	0	0	0.0	0.027	0.034	0.0	0.033	0.227	143	257	178	88	122	75
chx_high		chr5:TAF9:t:69366595|5:69366595-69369462:-	TAF9	chr5:TAF9:t:69366595	t	69366595	5:69366595-69369462:-	5	69366595	69369462	-	125.8	0.777		0.829	0.051	0.008		welch	0.614673308430082	0.8158391184617467	0	0	0.804	0.768	0.771	0.873	0.651	1.0	97	164	179	71	129	115
chx_high		chrX:MECP2:s:154097603|X:154032557-154097603:-	MECP2	chrX:MECP2:s:154097603	s	154097603	X:154032557-154097603:-	X	154032557	154097603	-	129.8	0.516		0.568	0.051	0.036		welch	0.7137093499300577	0.8774868639140092	0	0	0.546	0.373	0.634	0.417	0.678	0.587	130	161	164	84	90	150
chx_high		chr6:SYNCRIP:s:85614980|6:85612920-85614980:-	SYNCRIP	chr6:SYNCRIP:s:85614980	s	85614980	6:85612920-85614980:-	6	85612920	85614980	-	350.2	0.132		0.182	0.05	0.027		welch	0.6671859437954011	0.8544662087204259	0	0	0.171	0.161	0.07	0.092	0.111	0.308	350	461	431	239	289	331
chx_high		chr13:EBPL:t:49661208|13:49661208-49663056:-	EBPL	chr13:EBPL:t:49661208	t	49661208	13:49661208-49663056:-	13	49661208	49663056	-	107.0	0.856		0.906	0.05	0.015		welch	0.6708025237424645	0.8552925922377147	0	0	0.937	0.795	0.86	1.0	0.901	0.791	126	171	121	86	71	67
chx_high		chr7:SSBP1:t:141739123|7:141738503-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738503-141739123:+	7	141738503	141739123	+	105.2	0.548		0.598	0.05	0.086		welch	0.7282997400252678	0.8842558174111359	0	0	0.346	0.559	0.634	0.387	0.456	0.905	78	188	161	62	68	74
chx_high		chr5:TCOF1:s:150369602|5:150369602-150374616:+	TCOF1	chr5:TCOF1:s:150369602	s	150369602	5:150369602-150374616:+	5	150369602	150374616	+	107.8	0.178		0.228	0.05	0.059		welch	0.8172639268902877	0.9196187539574722	0	0	0.118	0.188	0.223	0.014	0.267	0.324	110	144	112	69	101	111
chx_high		chr9:NTMT1:t:129634053|9:129632865-129634053:+	NTMT1	chr9:NTMT1:t:129634053	t	129634053	9:129632865-129634053:+	9	129632865	129634053	+	102.0	0.641		0.691	0.05	-0.047		welch	0.9042359532636567	0.9459017231321426	0	0	0.829	0.482	0.693	0.609	0.655	0.784	111	164	101	64	84	88
chx_high		chr15:UBL7:t:74446227|15:74446227-74449625:-	UBL7	chr15:UBL7:t:74446227	t	74446227	15:74446227-74449625:-	15	74446227	74449625	-	108.3	0.014		0.064	0.049			welch	0.5068062748256974	0.7344289441642861	0	0	0.0	0.032	0.014	0.0	0.231	0.0	99	94	222	102	65	68
chx_high		chr1:HNRNPR:s:23344210|1:23341017-23344210:-	HNRNPR	chr1:HNRNPR:s:23344210	s	23344210	1:23341017-23344210:-	1	23341017	23344210	-	109.0	0.167		0.216	0.048	0.093		welch	0.7214926679232866	0.8805251738671198	0	0	0.051	0.188	0.234	0.109	0.149	0.308	118	160	158	64	47	107
chx_high		chr16:METTL26:t:635340|16:635340-635611:-	METTL26	chr16:METTL26:t:635340	t	635340	16:635340-635611:-	16	635340	635611	-	144.5	0.325		0.372	0.047	0.123		welch	0.3472314369671782	0.6344704205791581	0	0	0.306	0.312	0.344	0.523	0.36	0.312	134	176	259	65	89	144
chx_high		chr14:MAX:s:65102303|14:65101572-65102303:-	MAX	chr14:MAX:s:65102303	s	65102303	14:65101572-65102303:-	14	65101572	65102303	-	100.8	0.345		0.391	0.047	0.006		welch	0.363578033608426	0.6396561662327643	0	0	0.33	0.348	0.35	0.459	0.286	0.606	97	164	183	37	91	33
chx_high		chr10:NOLC1:t:102159432|10:102159338-102159432:+	NOLC1	chr10:NOLC1:t:102159432	t	102159432	10:102159338-102159432:+	10	102159338	102159432	+	119.3	0.245		0.292	0.047	0.049		welch	0.49886582292898984	0.7315041136267753	0	0	0.112	0.383	0.174	0.205	0.37	0.311	98	154	115	122	108	119
chx_high		chr17:CHD3:s:7907488|17:7907488-7907600:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907600:+	17	7907488	7907600	+	128.8	0.726		0.774	0.047	0.077		welch	0.8248709198733853	0.9210795740077572	0	0	0.62	0.812	0.71	0.568	0.759	0.895	100	170	238	74	58	133
chx_high		chr7:SSBP1:t:141739123|7:141738593-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738593-141739123:+	7	141738593	141739123	+	105.2	0.033		0.078	0.046	-0.011		welch	0.5710110887124458	0.773503112571643	0	0	0.0	0.021	0.062	0.258	0.0	0.0	78	188	161	62	68	74
chx_high		chr8:PUF60:s:143829279|8:143821913-143829279:-	PUF60	chr8:PUF60:s:143829279	s	143829279	8:143821913-143829279:-	8	143821913	143829279	-	190.3	0.232		0.278	0.046	-0.025		welch	0.720013795781023	0.8805251738671198	0	0	0.094	0.23	0.326	0.096	0.39	0.291	170	326	258	94	136	158
chx_high		chr1:GUK1:s:228147699|1:228147699-228148370:+	GUK1	chr1:GUK1:s:228147699	s	228147699	1:228147699-228148370:+	1	228147699	228148370	+	126.8	0.854		0.898	0.044	0.032		welch	0.3606491529921949	0.6396561662327643	0	0	0.825	0.778	0.925	0.81	0.964	0.965	120	167	228	105	55	86
chx_high		chr22:DDX17:t:38486440|22:38486440-38487878:-	DDX17	chr22:DDX17:t:38486440	t	38486440	22:38486440-38487878:-	22	38486440	38487878	-	116.8	0.616		0.659	0.043	0.091		welch	0.31791866765272425	0.6047703645250522	0	0	0.519	0.661	0.632	0.714	0.586	0.724	79	127	114	84	174	123
chx_high		chr3:AP2M1:s:184180251|3:184180251-184180848:+	AP2M1	chr3:AP2M1:s:184180251	s	184180251	3:184180251-184180848:+	3	184180251	184180848	+	160.0	0.366		0.409	0.043	0.024		welch	0.5529785451118522	0.7689035008221945	0	0	0.378	0.396	0.341	0.375	0.323	0.596	196	222	349	48	93	52
chx_high		chr1:GUK1:t:228148664|1:228148456-228148664:+	GUK1	chr1:GUK1:t:228148664	t	228148664	1:228148456-228148664:+	1	228148456	228148664	+	159.8	0.862		0.905	0.043	0.042		welch	0.6553495960716271	0.8486123372634817	0	0	0.875	0.826	0.896	0.765	0.966	0.975	168	287	240	85	59	120
chx_high		chr1:EFHD2:t:15428592|1:15427284-15428592:+	EFHD2	chr1:EFHD2:t:15428592	t	15428592	1:15427284-15428592:+	1	15427284	15428592	+	309.0	0.904		0.947	0.043	0.007		welch	0.7907472843786383	0.9043134701318808	0	0	0.961	0.886	0.882	0.952	0.722	0.979	384	428	645	124	36	237
chx_high		chr5:TCOF1:t:150374616|5:150369602-150374616:+	TCOF1	chr5:TCOF1:t:150374616	t	150374616	5:150369602-150374616:+	5	150369602	150374616	+	107.2	0.182		0.225	0.043	0.059		welch	0.9749121490619522	0.9782623626326122	0	0	0.2	0.235	0.14	0.016	0.3	0.269	65	115	178	61	90	134
chx_high		chr16:RNPS1:t:2264760|16:2264760-2267662:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2267662:-	16	2264760	2267662	-	115.3	0.149		0.19	0.042	0.085		welch	0.5514594849044749	0.7689035008221945	0	0	0.106	0.184	0.147	0.471	0.068	0.16	160	201	163	34	59	75
chx_high		chr20:PIGT:t:45420331|20:45416343-45420331:+	PIGT	chr20:PIGT:t:45420331	t	45420331	20:45416343-45420331:+	20	45416343	45420331	+	106.7	0.014		0.054	0.041			welch	0.49583860771724075	0.7315041136267753	0	0	0.0	0.048	0.0	0.282	0.0	0.0	133	124	181	39	87	76
chx_high		chr16:VKORC1:s:31094556|16:31091342-31094556:-	VKORC1	chr16:VKORC1:s:31094556	s	31094556	16:31091342-31094556:-	16	31091342	31094556	-	119.0	0.345		0.386	0.041	-0.025		welch	0.7728332906041151	0.9038918450156207	0	0	0.37	0.219	0.463	0.25	0.487	0.407	162	183	162	68	80	59
chx_high		chr17:ANAPC11:t:81893551|17:81891863-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891863-81893551:+	17	81891863	81893551	+	102.7	0.124		0.16	0.037	-0.031		welch	0.7514924209140282	0.8929158515885981	0	0	0.173	0.133	0.092	0.0	0.29	0.203	98	181	206	41	31	59
chx_high		chr17:ANAPC11:t:81893551|17:81893187-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81893187-81893551:+	17	81893187	81893551	+	102.7	0.033		0.069	0.036			welch	0.6659152231189985	0.8544662087204259	0	0	0.051	0.039	0.019	0.22	0.0	0.0	98	181	206	41	31	59
chx_high		chr9:ANKRD18B:s:33541227|9:33541227-33543184:+	ANKRD18B	chr9:ANKRD18B:s:33541227	s	33541227	9:33541227-33543184:+	9	33541227	33543184	+	106.0	0.777		0.812	0.035	0.032		welch	0.7021407440131026	0.8743074509672748	0	0	0.615	0.866	0.81	0.729	0.915	0.766	65	97	58	140	165	111
chx_high		chr1:NASP:t:45613168|1:45608337-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45608337-45613168:+	1	45608337	45613168	+	131.5	0.365		0.399	0.034	0.041		welch	0.7061863311439764	0.8743086663966644	0	0	0.243	0.288	0.517	0.272	0.5	0.408	115	111	147	114	128	174
chx_high		chr19:ILF3:s:10682704|19:10682704-10683124:+	ILF3	chr19:ILF3:s:10682704	s	10682704	19:10682704-10683124:+	19	10682704	10683124	+	287.3	0.364		0.398	0.034	0.029		welch	0.799955167755667	0.9048206836754804	0	0	0.366	0.408	0.327	0.232	0.575	0.382	232	412	495	151	167	267
chx_high		chr16:TNRC6A:s:24729846|16:24729846-24750725:+	TNRC6A	chr16:TNRC6A:s:24729846	s	24729846	16:24729846-24750725:+	16	24729846	24750725	+	115.5	0.208		0.242	0.034	0.029		welch	0.839798562347102	0.9260369080037748	0	0	0.337	0.156	0.15	0.185	0.417	0.114	92	96	120	130	132	123
chx_high		chr11:INCENP:t:62144981|11:62141044-62144981:+	INCENP	chr11:INCENP:t:62144981	t	62144981	11:62141044-62144981:+	11	62141044	62144981	+	159.2	0.812		0.844	0.033	0.027		welch	0.7439067704056205	0.8929158515885981	0	0	0.783	0.879	0.75	0.776	0.985	0.743	157	256	208	58	132	144
chx_high		chr5:GRK6:s:177441053|5:177441053-177441736:+	GRK6	chr5:GRK6:s:177441053	s	177441053	5:177441053-177441736:+	5	177441053	177441736	+	108.3	0.608		0.641	0.032	0.04		welch	0.5680223421714529	0.7732518597392273	0	0	0.635	0.558	0.626	0.569	0.6	0.8	96	104	155	130	85	80
chx_high		chrX:CITED1:t:72302934|X:72302934-72305824:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72305824:-	X	72302934	72305824	-	166.5	0.189		0.221	0.032	0.003		welch	0.8832213440299155	0.9395287156893818	0	0	0.15	0.193	0.216	0.352	0.018	0.238	214	295	259	71	55	105
chx_high		chr15:TPM1:t:63056984|15:63044152-63056984:+	TPM1	chr15:TPM1:t:63056984	t	63056984	15:63044152-63056984:+	15	63044152	63056984	+	234.8	0.399		0.43	0.031	0.029		welch	0.7416208240351523	0.8929158515885981	0	0	0.443	0.383	0.384	0.38	0.328	0.597	262	397	315	108	183	144
chx_high		chr11:INCENP:s:62141044|11:62141044-62144981:+	INCENP	chr11:INCENP:s:62141044	s	62141044	11:62141044-62144981:+	11	62141044	62144981	+	162.3	0.796		0.827	0.031	0.017		welch	0.8467529261541366	0.9260369080037748	0	0	0.783	0.846	0.743	0.714	0.956	0.754	157	266	210	63	136	142
chx_high		chrX:EOLA2:t:149934137|X:149934137-149937432:-	EOLA2	chrX:EOLA2:t:149934137	t	149934137	X:149934137-149937432:-	X	149934137	149937432	-	116.0	0.831		0.862	0.031	0.054		welch	0.905563896025507	0.9459017231321426	0	0	0.918	0.78	0.832	0.742	0.868	0.948	98	168	119	89	106	116
chx_high		chr1:HNRNPR:s:23344210|1:23338608-23344210:-	HNRNPR	chr1:HNRNPR:s:23344210	s	23344210	1:23338608-23344210:-	1	23338608	23344210	-	109.0	0.658		0.688	0.03	-0.001		welch	0.651845905188337	0.8459511302888639	0	0	0.797	0.606	0.608	0.875	0.766	0.542	118	160	158	64	47	107
chx_high		chr16:TNRC6A:t:24750725|16:24729846-24750725:+	TNRC6A	chr16:TNRC6A:t:24750725	t	24750725	16:24729846-24750725:+	16	24729846	24750725	+	108.7	0.224		0.254	0.03	0.003		welch	0.837081449249529	0.9258628150790255	0	0	0.337	0.176	0.165	0.233	0.401	0.111	92	85	109	103	137	126
chx_high		chr12:C12orf75:t:105366616|12:105365842-105366616:+	C12orf75	chr12:C12orf75:t:105366616	t	105366616	12:105365842-105366616:+	12	105365842	105366616	+	119.3	0.866		0.894	0.029	0.017		welch	0.6728939819650628	0.8552925922377147	0	0	0.797	0.871	0.912	0.773	0.911	1.0	133	232	171	66	45	69
chx_high		chr14:ACIN1:s:23064354|14:23064221-23064354:-	ACIN1	chr14:ACIN1:s:23064354	s	23064354	14:23064221-23064354:-	14	23064221	23064354	-	192.7	0.192		0.221	0.029	0.011		welch	0.941639952720808	0.9563786650242647	0	0	0.259	0.12	0.212	0.127	0.118	0.369	158	216	240	173	152	217
