contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_high		chr17:NT5C:s:75131180|17:75131105-75131180:-	NT5C	chr17:NT5C:s:75131180	s	75131180	17:75131105-75131180:-	17	75131105	75131180	-	142.3	0.826		0.859	0.033	0.008		welch	0.8061003951677062	0.9695427997180214	0	0	0.944	0.775	0.782	0.92	0.956	0.702	142	142	216	150	90	114
cadm1_high		chr22:DDX17:t:38486440|22:38486440-38487872:-	DDX17	chr22:DDX17:t:38486440	t	38486440	22:38486440-38487872:-	22	38486440	38487872	-	143.7	0.384		0.417	0.033	0.011		welch	0.7575601225456836	0.9695427997180214	0	0	0.481	0.339	0.368	0.315	0.58	0.384	79	127	114	168	150	224
cadm1_high		chr1:PABPC4:t:39570002|1:39570002-39571096:-	PABPC4	chr1:PABPC4:t:39570002	t	39570002	1:39570002-39571096:-	1	39570002	39571096	-	184.0	0.266		0.299	0.033	0.069		welch	0.9646445782209917	0.982841336109294	0	0	0.299	0.423	0.095	0.459	0.184	0.156	127	215	221	242	158	141
cadm1_high		chr2:EEF1B2:s:206159684|2:206159684-206159912:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159912:+	2	206159684	206159912	+	126.7	0.218		0.25	0.032	-0.011		welch	0.7919911609566269	0.9695427997180214	0	0	0.333	0.109	0.235	0.331	0.188	0.225	108	138	166	118	101	129
cadm1_high		chr6:HMGA1:t:34240736|6:34236963-34240736:+	HMGA1	chr6:HMGA1:t:34240736	t	34240736	6:34236963-34240736:+	6	34236963	34240736	+	102.5	0.161		0.193	0.032	-0.009		welch	0.7036558503420443	0.9695427997180214	0	0	0.187	0.095	0.177	0.306	0.0	0.286	91	95	248	49	62	70
cadm1_high		chr16:HMOX2:s:4476487|16:4476487-4505483:+	HMOX2	chr16:HMOX2:s:4476487	s	4476487	16:4476487-4505483:+	16	4476487	4505483	+	106.5	0.835		0.865	0.03	0.009		welch	0.8965548937054055	0.9780598840422606	0	0	0.688	0.863	0.988	0.885	0.931	0.765	112	124	85	104	116	98
cadm1_high		chr2:RAB10:s:26034735|2:26034735-26093590:+	RAB10	chr2:RAB10:s:26034735	s	26034735	2:26034735-26093590:+	2	26034735	26093590	+	103.0	0.042		0.071	0.029			welch	0.5188806731702014	0.9655019792943904	0	0	0.072	0.045	0.019	0.019	0.029	0.314	69	134	105	155	104	51
cadm1_high		chr17:CEP131:s:81193925|17:81192843-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192843-81193925:-	17	81192843	81193925	-	162.3	0.722		0.751	0.029	0.015		welch	0.6403407161003986	0.9695427997180214	0	0	0.644	0.851	0.66	0.817	0.689	0.767	180	181	147	153	193	120
cadm1_high		chr20:ERGIC3:s:35542941|20:35542941-35547411:+	ERGIC3	chr20:ERGIC3:s:35542941	s	35542941	20:35542941-35547411:+	20	35542941	35547411	+	119.3	0.91		0.937	0.028			welch	0.5930852926590463	0.9695427997180214	0	0	1.0	0.776	0.945	0.908	1.0	0.945	95	107	163	173	69	109
cadm1_high		chr2:UBE2E3:t:180982017|2:180980973-180982017:+	UBE2E3	chr2:UBE2E3:t:180982017	t	180982017	2:180980973-180982017:+	2	180980973	180982017	+	195.5	0.841		0.869	0.028	-0.042		welch	0.6657829479580637	0.9695427997180214	0	0	0.931	0.828	0.752	0.772	0.896	0.944	189	268	153	189	212	162
cadm1_high		chr19:DMKN:t:35505986|19:35505986-35510183:-	DMKN	chr19:DMKN:t:35505986	t	35505986	19:35505986-35510183:-	19	35505986	35510183	-	331.7	0.669		0.696	0.027	0.044		welch	0.6675346697581271	0.9695427997180214	0	0	0.596	0.616	0.771	0.615	0.758	0.707	287	380	406	309	359	249
cadm1_high		chr3:CNBP:s:129171445|3:129171277-129171445:-	CNBP	chr3:CNBP:s:129171445	s	129171445	3:129171277-129171445:-	3	129171277	129171445	-	299.3	0.731		0.756	0.025	0.009		welch	0.718099190035781	0.9695427997180214	0	0	0.658	0.818	0.685	0.65	0.82	0.773	225	352	314	266	366	273
cadm1_high		chr9:TMEM141:s:136791777|9:136791777-136792250:+	TMEM141	chr9:TMEM141:s:136791777	s	136791777	9:136791777-136792250:+	9	136791777	136792250	+	108.5	0.225		0.25	0.025	0.068		welch	0.8842589423354175	0.9695427997180214	0	0	0.418	0.133	0.2	0.161	0.295	0.25	79	128	140	56	112	136
cadm1_high		chr1:SNRPE:t:203863662|1:203861955-203863662:+	SNRPE	chr1:SNRPE:t:203863662	t	203863662	1:203861955-203863662:+	1	203861955	203863662	+	125.8	0.219		0.244	0.025	0.044		welch	0.7800128225845565	0.9695427997180214	0	0	0.223	0.206	0.236	0.39	0.258	0.098	103	141	89	141	128	153
cadm1_high		chr4:MRPS18C:t:83459739|4:83458429-83459739:+	MRPS18C	chr4:MRPS18C:t:83459739	t	83459739	4:83458429-83459739:+	4	83458429	83459739	+	157.8	0.463		0.487	0.025	-0.011		welch	0.9640410926659863	0.982841336109294	0	0	0.55	0.464	0.362	0.283	0.602	0.506	131	220	116	120	186	174
cadm1_high		chr1:NASP:t:45613168|1:45606591-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45606591-45613168:+	1	45606591	45613168	+	153.2	0.635		0.659	0.024	0.077		welch	0.8835349973706516	0.9695427997180214	0	0	0.757	0.712	0.483	0.628	0.613	0.756	115	111	147	199	191	156
cadm1_high		chr20:NOP56:t:2656400|20:2656034-2656400:+	NOP56	chr20:NOP56:t:2656400	t	2656400	20:2656034-2656400:+	20	2656034	2656400	+	136.7	0.28		0.304	0.024	0.081		welch	0.5800247662758544	0.9695427997180214	0	0	0.198	0.368	0.257	0.296	0.231	0.442	126	152	144	169	143	86
cadm1_high		chr2:CCT4:s:61888380|2:61888257-61888380:-	CCT4	chr2:CCT4:s:61888380	s	61888380	2:61888257-61888380:-	2	61888257	61888380	-	335.5	0.364		0.387	0.023	0.021		welch	0.7214605626071681	0.9695427997180214	0	0	0.442	0.327	0.344	0.264	0.455	0.484	283	407	343	405	224	351
cadm1_high		chr16:VKORC1:t:31091342|16:31091342-31093311:-	VKORC1	chr16:VKORC1:t:31091342	t	31091342	16:31091342-31093311:-	16	31091342	31093311	-	115.7	0.461		0.483	0.023	-0.042		welch	0.7709557004679836	0.9695427997180214	0	0	0.326	0.636	0.385	0.632	0.374	0.456	89	121	122	125	147	90
cadm1_high		chr19:BCL2L12:s:49666799|19:49666799-49667018:+	BCL2L12	chr19:BCL2L12:s:49666799	s	49666799	19:49666799-49667018:+	19	49666799	49667018	+	113.3	0.683		0.704	0.022	0.028		welch	0.8370424437378771	0.9695427997180214	0	0	0.738	0.603	0.728	0.683	0.829	0.609	80	121	114	104	123	138
cadm1_high		chr20:SMIM26:s:18567596|20:18567596-18569235:+	SMIM26	chr20:SMIM26:s:18567596	s	18567596	20:18567596-18569235:+	20	18567596	18569235	+	122.8	0.267		0.29	0.022	-0.038		welch	0.6751297033665634	0.9695427997180214	0	0	0.216	0.236	0.311	0.179	0.279	0.406	88	110	180	84	179	96
cadm1_high		chr15:POLG:s:89328684|15:89327349-89328684:-	POLG	chr15:POLG:s:89328684	s	89328684	15:89327349-89328684:-	15	89327349	89328684	-	101.5	0.049		0.069	0.02	0.004		welch	0.6826235370378085	0.9695427997180214	0	0	0.014	0.108	0.0	0.021	0.0	0.196	69	102	74	140	112	112
cadm1_high		chr12:ARL6IP4:t:122981570|12:122981299-122981570:+	ARL6IP4	chr12:ARL6IP4:t:122981570	t	122981570	12:122981299-122981570:+	12	122981299	122981570	+	112.3	0.839		0.859	0.02	0.056		welch	0.7904330687854301	0.9695427997180214	0	0	0.789	0.874	0.83	0.714	0.974	0.875	95	174	135	98	116	56
cadm1_high		chr17:CNTROB:t:7949384|17:7949137-7949384:+	CNTROB	chr17:CNTROB:t:7949384	t	7949384	17:7949137-7949384:+	17	7949137	7949384	+	109.5	0.077		0.097	0.02	0.013		welch	0.7991194723707182	0.9695427997180214	0	0	0.081	0.009	0.165	0.226	0.094	0.0	99	107	79	106	128	138
cadm1_high		chrX:UPF3B:t:119838527|X:119838527-119841075:-	UPF3B	chrX:UPF3B:t:119838527	t	119838527	X:119838527-119841075:-	X	119838527	119841075	-	130.0	0.841		0.862	0.02	0.018		welch	0.8185181876753834	0.9695427997180214	0	0	0.778	0.841	0.899	0.91	0.942	0.724	81	126	89	178	154	152
cadm1_high		chr1:RBM34:t:235155112|1:235155112-235160510:-	RBM34	chr1:RBM34:t:235155112	t	235155112	1:235155112-235160510:-	1	235155112	235160510	-	114.3	0.675		0.694	0.019	0.082		welch	0.7923732043969735	0.9695427997180214	0	0	0.608	0.635	0.93	0.653	0.691	0.735	97	115	43	144	136	151
cadm1_high		chr2:HTRA2:t:74532819|2:74532714-74532819:+	HTRA2	chr2:HTRA2:t:74532819	t	74532819	2:74532714-74532819:+	2	74532714	74532819	+	167.5	0.727		0.746	0.019	-0.002		welch	0.8655995726980954	0.9695427997180214	0	0	0.641	0.699	0.822	0.767	0.586	0.862	170	146	197	180	145	167
cadm1_high		chr17:UBTF:s:44212818|17:44212006-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212006-44212818:-	17	44212006	44212818	-	184.2	0.234		0.252	0.018	0.035		welch	0.5981676120859475	0.9695427997180214	0	0	0.11	0.316	0.23	0.33	0.139	0.338	136	212	161	200	251	145
cadm1_high		chr14:PYGL:t:50935185|14:50935185-50944160:-	PYGL	chr14:PYGL:t:50935185	t	50935185	14:50935185-50944160:-	14	50935185	50944160	-	106.2	0.126		0.144	0.018	-0.041		welch	0.7555996497791058	0.9695427997180214	0	0	0.083	0.178	0.076	0.0	0.187	0.231	72	146	92	100	123	104
cadm1_high		chr2:MFF:s:227325427|2:227325427-227332418:+	MFF	chr2:MFF:s:227325427	s	227325427	2:227325427-227332418:+	2	227325427	227332418	+	155.8	0.209		0.225	0.016	-0.002		welch	0.7752704229641838	0.9695427997180214	0	0	0.03	0.234	0.287	0.095	0.224	0.327	100	167	174	158	134	202
cadm1_high		chr6:HMGA1:t:34242711|6:34240882-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240882-34242711:+	6	34240882	34242711	+	221.5	0.248		0.264	0.016	0.031		welch	0.8745628761049472	0.9695427997180214	0	0	0.299	0.253	0.208	0.297	0.42	0.095	211	292	303	246	119	158
cadm1_high		chr6:HMGA1:t:34240736|6:34237317-34240736:+	HMGA1	chr6:HMGA1:t:34240736	t	34240736	6:34237317-34240736:+	6	34237317	34240736	+	102.5	0.774		0.79	0.016	0.009		welch	0.9330018773982398	0.982841336109294	0	0	0.659	0.905	0.766	0.694	1.0	0.671	91	95	248	49	62	70
cadm1_high		chr10:RPP38:t:15103304|10:15097409-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15097409-15103304:+	10	15097409	15103304	+	122.8	0.335		0.35	0.015	-0.07		welch	0.9760160490529796	0.982841336109294	0	0	0.48	0.342	0.177	0.392	0.268	0.35	127	152	124	143	71	120
cadm1_high		chr1:NENF:s:212433120|1:212433120-212442564:+	NENF	chr1:NENF:s:212433120	s	212433120	1:212433120-212442564:+	1	212433120	212442564	+	166.7	0.824		0.837	0.012	0.032		welch	0.6875973447093281	0.9695427997180214	0	0	0.708	0.847	0.862	0.926	0.757	0.824	113	177	239	149	140	182
cadm1_high		chr11:GATD1:s:771332|11:771104-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:771104-771332:-	11	771104	771332	-	105.2	0.118		0.129	0.012	0.047		welch	0.872768296016984	0.9695427997180214	0	0	0.248	0.079	0.057	0.068	0.222	0.053	105	164	122	103	99	38
cadm1_high		chr8:PUF60:s:143829279|8:143821913-143829279:-	PUF60	chr8:PUF60:s:143829279	s	143829279	8:143821913-143829279:-	8	143821913	143829279	-	236.2	0.232		0.244	0.012	-0.013		welch	0.7055522172144283	0.9695427997180214	0	0	0.094	0.23	0.326	0.184	0.278	0.282	170	326	258	245	180	238
cadm1_high		chr16:HIRIP3:t:29993808|16:29993808-29995102:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29995102:-	16	29993808	29995102	-	119.8	0.31		0.322	0.012	0.098		welch	0.6192112140940876	0.9695427997180214	0	0	0.317	0.261	0.362	0.258	0.484	0.321	104	153	130	159	64	109
cadm1_high		chrX:RBM10:t:47147356|X:47145485-47147356:+	RBM10	chrX:RBM10:t:47147356	t	47147356	X:47145485-47147356:+	X	47145485	47147356	+	106.8	0.74		0.752	0.012	0.061		welch	0.757564363107279	0.9695427997180214	0	0	0.614	0.781	0.774	0.832	0.669	0.739	57	105	84	161	142	92
cadm1_high		chr17:CEP131:t:81192593|17:81192593-81193925:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81193925:-	17	81192593	81193925	-	150.3	0.28		0.291	0.012	0.05		welch	0.9725084095729171	0.982841336109294	0	0	0.405	0.164	0.276	0.289	0.331	0.233	158	165	181	97	181	120
cadm1_high		chr2:BOLA3:t:74135658|2:74135658-74145188:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74145188:-	2	74135658	74145188	-	170.0	0.702		0.715	0.012	0.052		welch	0.9670301746255578	0.982841336109294	0	0	0.842	0.647	0.671	0.683	0.797	0.669	139	255	167	180	143	136
cadm1_high		chr11:GATD1:s:771332|11:770398-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:770398-771332:-	11	770398	771332	-	105.2	0.097		0.108	0.011	-0.02		welch	0.6770656400303573	0.9695427997180214	0	0	0.152	0.03	0.139	0.058	0.101	0.263	105	164	122	103	99	38
cadm1_high		chr5:TCOF1:s:150390023|5:150390023-150391543:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391543:+	5	150390023	150391543	+	107.5	0.329		0.339	0.011	0.088		welch	0.7267853781550648	0.9695427997180214	0	0	0.207	0.32	0.426	0.377	0.284	0.373	92	150	129	114	109	51
cadm1_high		chr10:DNAJB12:t:72334617|10:72334617-72335779:-	DNAJB12	chr10:DNAJB12:t:72334617	t	72334617	10:72334617-72335779:-	10	72334617	72335779	-	183.2	0.747		0.758	0.011	-0.007		welch	0.757370068298319	0.9695427997180214	0	0	0.794	0.808	0.637	0.841	0.645	0.837	136	198	171	208	251	135
cadm1_high		chr21:NDUFV3:t:42908863|21:42904276-42908863:+	NDUFV3	chr21:NDUFV3:t:42908863	t	42908863	21:42904276-42908863:+	21	42904276	42908863	+	195.2	0.281		0.292	0.011	0.053		welch	0.8546531375211962	0.9695427997180214	0	0	0.164	0.364	0.287	0.208	0.291	0.359	165	214	247	154	199	192
cadm1_high		chr12:MYL6:t:56161386|12:56160320-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160320-56161386:+	12	56160320	56161386	+	200.7	0.499		0.51	0.011	0.048		welch	0.9261934233780224	0.982841336109294	0	0	0.62	0.498	0.392	0.454	0.568	0.511	166	229	186	196	190	237
cadm1_high		chr19:FKBP8:s:18539370|19:18538433-18539370:-	FKBP8	chr19:FKBP8:s:18539370	s	18539370	19:18538433-18539370:-	19	18538433	18539370	-	160.2	0.309		0.317	0.008	-0.037		welch	0.8789123197446426	0.9695427997180214	0	0	0.278	0.199	0.398	0.429	0.196	0.294	151	166	259	133	92	160
cadm1_high		chr12:TDG:t:103979830|12:103977060-103979830:+	TDG	chr12:TDG:t:103979830	t	103979830	12:103977060-103979830:+	12	103977060	103979830	+	112.7	0.74		0.747	0.008	-0.049		welch	0.8803890555171984	0.9695427997180214	0	0	0.846	0.71	0.677	0.765	0.647	0.86	78	145	65	162	133	93
cadm1_high		chr12:MYL6:s:56160320|12:56160320-56161386:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56161386:+	12	56160320	56161386	+	154.8	0.65		0.658	0.008	0.038		welch	0.9701748867855977	0.982841336109294	0	0	0.811	0.591	0.579	0.61	0.697	0.665	127	193	126	146	155	182
cadm1_high		chr1:C1orf43:s:154220341|1:154214574-154220341:-	C1orf43	chr1:C1orf43:s:154220341	s	154220341	1:154214574-154220341:-	1	154214574	154220341	-	112.2	0.372		0.378	0.006	-0.049		welch	0.9285974380911303	0.982841336109294	0	0	0.329	0.424	0.357	0.532	0.234	0.371	79	125	199	77	77	116
cadm1_high		chr17:ANAPC11:t:81893551|17:81891841-81893551:+	ANAPC11	chr17:ANAPC11:t:81893551	t	81893551	17:81891841-81893551:+	17	81891841	81893551	+	132.5	0.443		0.448	0.005	0.043		welch	0.8166440696676203	0.9695427997180214	0	0	0.398	0.497	0.417	0.336	0.448	0.589	98	181	206	119	96	95
cadm1_high		chr9:FUBP3:s:130632278|9:130632278-130634666:+	FUBP3	chr9:FUBP3:s:130632278	s	130632278	9:130632278-130634666:+	9	130632278	130634666	+	116.7	0.876		0.881	0.004	0.034		welch	0.8462059400666588	0.9695427997180214	0	0	0.87	0.868	0.886	0.976	0.663	0.921	77	121	158	166	89	89
cadm1_high		chr8:EEF1D:t:143586852|8:143586852-143597347:-	EEF1D	chr8:EEF1D:t:143586852	t	143586852	8:143586852-143597347:-	8	143586852	143597347	-	152.2	0.627		0.631	0.004	-0.023		welch	0.9545213985273732	0.982841336109294	0	0	0.795	0.529	0.58	0.674	0.67	0.576	156	210	119	141	103	184
cadm1_high		chr16:FLYWCH2:s:2883366|16:2883366-2895219:+	FLYWCH2	chr16:FLYWCH2:s:2883366	s	2883366	16:2883366-2895219:+	16	2883366	2895219	+	102.5	0.893		0.896	0.003	0.039		welch	0.8692971916136252	0.9695427997180214	0	0	0.985	0.679	0.962	0.877	0.918	0.887	135	109	159	65	85	62
cadm1_high		chr17:CHD3:s:7907488|17:7907488-7907600:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907600:+	17	7907488	7907600	+	150.7	0.726		0.73	0.003	-0.021		welch	0.9657963929618493	0.982841336109294	0	0	0.62	0.812	0.71	0.786	0.593	0.775	100	170	238	168	108	120
cadm1_high		chr2:HTRA2:s:74531925|2:74531925-74532819:+	HTRA2	chr2:HTRA2:s:74531925	s	74531925	2:74531925-74532819:+	2	74531925	74532819	+	101.8	0.432		0.436	0.003	0.026		welch	0.9405187431384392	0.982841336109294	0	0	0.575	0.419	0.31	0.424	0.69	0.228	106	105	113	99	87	101
cadm1_high		chr9:ENTR1:t:136407938|9:136407938-136408998:-	ENTR1	chr9:ENTR1:t:136407938	t	136407938	9:136407938-136408998:-	9	136407938	136408998	-	103.3	0.195		0.198	0.003	0.053		welch	0.96786481487473	0.982841336109294	0	0	0.111	0.321	0.208	0.123	0.262	0.265	99	53	120	162	84	102
cadm1_high		chr11:GATD1:s:771332|11:767368-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:767368-771332:-	11	767368	771332	-	105.2	0.09		0.092	0.002	-0.03		welch	0.8910460937106115	0.9745111708429979	0	0	0.038	0.03	0.213	0.136	0.02	0.158	105	164	122	103	99	38
cadm1_high		chr22:PES1:s:30581011|22:30580686-30581011:-	PES1	chr22:PES1:s:30581011	s	30581011	22:30580686-30581011:-	22	30580686	30581011	-	105.7	0.134		0.135	0.002	-0.009		welch	0.948083918013077	0.982841336109294	0	0	0.17	0.0	0.182	0.0	0.26	0.071	135	97	165	43	96	98
cadm1_high		chr7:SSBP1:t:141739123|7:141738503-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738503-141739123:+	7	141738503	141739123	+	118.8	0.548		0.549	0.001	-0.046		welch	0.7436688820936141	0.9695427997180214	0	0	0.346	0.559	0.634	0.544	0.636	0.464	78	188	161	114	88	84
cadm1_high		chr16:RNPS1:t:2264760|16:2264760-2268054:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2268054:-	16	2264760	2268054	-	182.2	0.742		0.742	-0.001	-0.013		welch	0.9753343657107083	0.982841336109294	0	0	0.756	0.687	0.798	0.743	0.882	0.607	160	201	163	222	169	178
cadm1_high		chr8:PUF60:s:143829279|8:143824399-143829279:-	PUF60	chr8:PUF60:s:143829279	s	143829279	8:143824399-143829279:-	8	143824399	143829279	-	236.2	0.654		0.652	-0.002	0.027		welch	0.7907226092710872	0.9695427997180214	0	0	0.806	0.638	0.574	0.686	0.65	0.618	170	326	258	245	180	238
cadm1_high		chr22:PES1:s:30581011|22:30580701-30581011:-	PES1	chr22:PES1:s:30581011	s	30581011	22:30580701-30581011:-	22	30580701	30581011	-	105.7	0.866		0.865	-0.002	0.009		welch	0.9480839180130777	0.982841336109294	0	0	0.83	1.0	0.818	1.0	0.74	0.929	135	97	165	43	96	98
cadm1_high		chr16:FLYWCH2:s:2883366|16:2883366-2896351:+	FLYWCH2	chr16:FLYWCH2:s:2883366	s	2883366	16:2883366-2896351:+	16	2883366	2896351	+	102.5	0.107		0.104	-0.003	-0.039		welch	0.8692971916136242	0.9695427997180214	0	0	0.015	0.321	0.038	0.123	0.082	0.113	135	109	159	65	85	62
cadm1_high		chr17:CHD3:s:7907488|17:7907488-7907893:+	CHD3	chr17:CHD3:s:7907488	s	7907488	17:7907488-7907893:+	17	7907488	7907893	+	150.7	0.274		0.27	-0.003	0.021		welch	0.9657963929618488	0.982841336109294	0	0	0.38	0.188	0.29	0.214	0.407	0.225	100	170	238	168	108	120
cadm1_high		chr2:HTRA2:s:74531925|2:74531925-74532618:+	HTRA2	chr2:HTRA2:s:74531925	s	74531925	2:74531925-74532618:+	2	74531925	74532618	+	101.8	0.568		0.564	-0.003	-0.026		welch	0.9405187431384389	0.982841336109294	0	0	0.425	0.581	0.69	0.576	0.31	0.772	106	105	113	99	87	101
cadm1_high		chr19:HNRNPUL1:t:41268222|19:41264798-41268222:+	HNRNPUL1	chr19:HNRNPUL1:t:41268222	t	41268222	19:41264798-41268222:+	19	41264798	41268222	+	135.8	0.719		0.716	-0.003	-0.016		welch	0.9401073926182137	0.982841336109294	0	0	0.704	0.673	0.797	0.606	0.817	0.734	125	202	143	109	93	143
cadm1_high		chr9:FUBP3:s:130632278|9:130632278-130635998:+	FUBP3	chr9:FUBP3:s:130632278	s	130632278	9:130632278-130635998:+	9	130632278	130635998	+	116.7	0.124		0.119	-0.004	-0.034		welch	0.8462059400666582	0.9695427997180214	0	0	0.13	0.132	0.114	0.024	0.337	0.079	77	121	158	166	89	89
cadm1_high		chr1:AURKAIP1:t:1374790|1:1374790-1374996:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1374996:-	1	1374790	1374996	-	150.0	0.225		0.221	-0.004	-0.022		welch	0.8661249095636033	0.9695427997180214	0	0	0.11	0.171	0.344	0.25	0.152	0.267	136	170	209	152	132	101
cadm1_high		chr16:LUC7L:s:229278|16:227336-229278:-	LUC7L	chr16:LUC7L:s:229278	s	229278	16:227336-229278:-	16	227336	229278	-	106.5	0.882		0.877	-0.005	-0.061		welch	0.7593060484757961	0.9695427997180214	0	0	0.747	0.946	0.908	0.821	1.0	0.861	87	130	130	106	64	122
cadm1_high		chr1:C1orf43:s:154220341|1:154219937-154220341:-	C1orf43	chr1:C1orf43:s:154220341	s	154220341	1:154219937-154220341:-	1	154219937	154220341	-	112.2	0.628		0.622	-0.006	0.049		welch	0.9285974380911294	0.982841336109294	0	0	0.671	0.576	0.643	0.468	0.766	0.629	79	125	199	77	77	116
cadm1_high		chr12:PYM1:t:55903480|12:55903480-55927724:-	PYM1	chr12:PYM1:t:55903480	t	55903480	12:55903480-55927724:-	12	55903480	55927724	-	117.0	0.75		0.743	-0.007	0.052		welch	0.908565258848305	0.982841336109294	0	0	0.637	0.849	0.712	0.836	0.634	0.697	91	152	125	152	93	89
cadm1_high		chrX:CITED1:t:72302934|X:72302934-72306476:-	CITED1	chrX:CITED1:t:72302934	t	72302934	X:72302934-72306476:-	X	72302934	72306476	-	250.3	0.288		0.281	-0.007	-0.004		welch	0.9859076271024572	0.9904932439727012	0	0	0.276	0.393	0.178	0.23	0.385	0.235	214	295	259	282	231	221
cadm1_high		chr19:FKBP8:s:18539370|19:18538436-18539370:-	FKBP8	chr19:FKBP8:s:18539370	s	18539370	19:18538436-18539370:-	19	18538436	18539370	-	160.2	0.691		0.683	-0.008	0.037		welch	0.8789123197446421	0.9695427997180214	0	0	0.722	0.801	0.602	0.571	0.804	0.706	151	166	259	133	92	160
cadm1_high		chr12:TDG:t:103979830|12:103966060-103979830:+	TDG	chr12:TDG:t:103979830	t	103979830	12:103966060-103979830:+	12	103966060	103979830	+	112.7	0.26		0.253	-0.008	0.049		welch	0.8803890555171987	0.9695427997180214	0	0	0.154	0.29	0.323	0.235	0.353	0.14	78	145	65	162	133	93
cadm1_high		chr12:MYL6:s:56160320|12:56160320-56160625:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56160625:+	12	56160320	56160625	+	154.8	0.35		0.342	-0.008	-0.038		welch	0.9701748867855983	0.982841336109294	0	0	0.189	0.409	0.421	0.39	0.303	0.335	127	193	126	146	155	182
cadm1_high		chr12:ENSG00000257379:t:53467220|12:53462567-53467220:+	ENSG00000257379	chr12:ENSG00000257379:t:53467220	t	53467220	12:53462567-53467220:+	12	53462567	53467220	+	192.5	0.173		0.165	-0.008	-0.046		welch	0.9759757614762262	0.982841336109294	0	0	0.061	0.254	0.206	0.115	0.151	0.262	198	185	214	183	245	130
cadm1_high		chr5:TCOF1:s:150390023|5:150390023-150391956:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391956:+	5	150390023	150391956	+	107.5	0.671		0.661	-0.011	-0.088		welch	0.7267853781550653	0.9695427997180214	0	0	0.793	0.68	0.574	0.623	0.716	0.627	92	150	129	114	109	51
cadm1_high		chr16:VKORC1:t:31091342|16:31091342-31094556:-	VKORC1	chr16:VKORC1:t:31091342	t	31091342	16:31091342-31094556:-	16	31091342	31094556	-	115.7	0.527		0.517	-0.011	0.042		welch	0.8468204397726247	0.9695427997180214	0	0	0.674	0.331	0.615	0.368	0.626	0.544	89	121	122	125	147	90
cadm1_high		chr12:MYL6:t:56161386|12:56160670-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160670-56161386:+	12	56160670	56161386	+	200.7	0.501		0.49	-0.011	-0.048		welch	0.9261934233780235	0.982841336109294	0	0	0.38	0.502	0.608	0.546	0.432	0.489	166	229	186	196	190	237
cadm1_high		chr1:NENF:s:212433120|1:212433120-212444338:+	NENF	chr1:NENF:s:212433120	s	212433120	1:212433120-212444338:+	1	212433120	212444338	+	166.7	0.176		0.163	-0.012	-0.032		welch	0.6875973447093293	0.9695427997180214	0	0	0.292	0.153	0.138	0.074	0.243	0.176	113	177	239	149	140	182
cadm1_high		chrX:RBM10:t:47147356|X:47145516-47147356:+	RBM10	chrX:RBM10:t:47147356	t	47147356	X:47145516-47147356:+	X	47145516	47147356	+	106.8	0.26		0.248	-0.012	-0.061		welch	0.75756436310728	0.9695427997180214	0	0	0.386	0.219	0.226	0.168	0.331	0.261	57	105	84	161	142	92
cadm1_high		chr17:CEP131:t:81192593|17:81192593-81192735:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81192735:-	17	81192593	81192735	-	150.3	0.72		0.709	-0.012	-0.05		welch	0.9725084095729161	0.982841336109294	0	0	0.595	0.836	0.724	0.711	0.669	0.767	158	165	181	97	181	120
