contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_CADM1_1nM-1	psi_CADM1_1nM-2	psi_CADM1_1nM-3	psi_CADM1_100nM-1	psi_CADM1_100nM-2	psi_CADM1_100nM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_CADM1_1nM-1	n_CADM1_1nM-2	n_CADM1_1nM-3	n_CADM1_100nM-1	n_CADM1_100nM-2	n_CADM1_100nM-3
cadm1_dose		chr10:CUTC:t:99736245|10:99732356-99736245:+	CUTC	chr10:CUTC:t:99736245	t	99736245	10:99732356-99736245:+	10	99732356	99736245	+	114.2	0.067	0.097	0.108	0.042	-0.016	0.0259	ols_slope	0.4617263889711783	0.9553558989835146	1	0	0.036	0.065	0.089	0.143	0.088	0.049	0.275	0.071	0.0	83	169	123	98	57	82	131	126	159
cadm1_dose		chr10:STK32C:s:132331435|10:132330485-132331435:-	STK32C	chr10:STK32C:s:132331435	s	132331435	10:132330485-132331435:-	10	132330485	132331435	-	164.0	0.8	0.761	0.843	0.042	0.068	0.0175	ols_slope	0.6374201056915912	0.983758434534779	0	0	0.849	0.808	0.76	0.702	0.68	0.917	0.787	0.913	0.823	146	172	208	242	125	157	136	149	141
cadm1_dose		chr11:AAMDC:s:77821241|11:77821241-77842478:+	AAMDC	chr11:AAMDC:s:77821241	s	77821241	11:77821241-77842478:+	11	77821241	77842478	+	139.8	0.847	0.867	0.888	0.041	0.035	0.0116	ols_slope	0.7480474158850604	0.983758434534779	1	0	0.764	0.935	0.828	0.886	0.868	0.846	0.94	0.942	0.714	89	123	174	105	182	104	248	121	112
cadm1_dose		chr12:TDG:s:103966060|12:103966060-103979830:+	TDG	chr12:TDG:s:103966060	s	103966060	12:103966060-103979830:+	12	103966060	103979830	+	113.6	0.231	0.185	0.271	0.041	0.122	0.0231	ols_slope	0.5693954244782549	0.983758434534779	0	0	0.141	0.316	0.196	0.195	0.202	0.121	0.295	0.376	0.121	85	133	107	159	119	58	129	125	107
cadm1_dose		chr1:MICOS10-NBL1:t:19623473|1:19597109-19623473:+	MICOS10-NBL1	chr1:MICOS10-NBL1:t:19623473	t	19623473	1:19597109-19623473:+	1	19597109	19623473	+	102.2	0.097	0.053	0.138	0.041	0.056	0.0224	ols_slope	0.5878852939052663	0.983758434534779	0	0	0.129	0.013	0.16	0.07	0.058	0.016	0.032	0.305	0.1	70	149	162	114	86	63	94	82	100
cadm1_dose		chr11:AKIP1:s:8911671|11:8911671-8912452:+	AKIP1	chr11:AKIP1:s:8911671	s	8911671	11:8911671-8912452:+	11	8911671	8912452	+	100.3	0.413	0.472	0.453	0.04	0.047	0.015	ols_slope	0.7417996337723597	0.983758434534779	0	0	0.522	0.338	0.418	0.528	0.623	0.313	0.382	0.477	0.51	90	139	158	72	61	83	110	86	104
cadm1_dose		chr17:ARHGDIA:t:81869957|17:81869957-81871297:-	ARHGDIA	chr17:ARHGDIA:t:81869957	t	81869957	17:81869957-81871297:-	17	81869957	81871297	-	148.4	0.645	0.756	0.685	0.04	-0.039	0.0115	ols_slope	0.806887271707521	0.983758434534779	0	0	0.612	0.646	0.669	0.612	0.868	0.853	0.573	0.706	0.717	183	175	242	134	91	95	82	136	198
cadm1_dose		chr3:DNAJC19:s:180988022|3:180985996-180988022:-	DNAJC19	chr3:DNAJC19:s:180988022	s	180988022	3:180985996-180988022:-	3	180985996	180988022	-	179.1	0.024	0.045	0.063	0.039	0.059	0.0359	ols_slope	0.2771519762844532	0.8930477206290177	1	0	0.019	0.0	0.046	0.0	0.04	0.085	0.021	0.016	0.244	156	168	217	190	223	247	144	185	82
cadm1_dose		chr20:NOP56:s:2656214|20:2656214-2656773:+	NOP56	chr20:NOP56:s:2656214	s	2656214	20:2656214-2656773:+	20	2656214	2656773	+	128.9	0.193	0.316	0.232	0.039	0.026	0.008	ols_slope	0.8651275405013369	0.983758434534779	0	0	0.205	0.088	0.257	0.429	0.274	0.239	0.312	0.175	0.111	127	102	144	154	117	163	173	126	54
cadm1_dose		chr1:FAAP20:t:2189781|1:2189781-2192844:-	FAAP20	chr1:FAAP20:t:2189781	t	2189781	1:2189781-2192844:-	1	2189781	2192844	-	108.8	0.108	0.083	0.148	0.039	0.078	-0.0023	ols_slope	0.948513686917639	0.9852858398157701	0	0	0.29	0.12	0.02	0.076	0.122	0.064	0.168	0.094	0.155	62	166	150	145	82	110	101	53	110
cadm1_dose		chr14:ACIN1:t:23066008|14:23066008-23069475:-	ACIN1	chr14:ACIN1:t:23066008	t	23066008	14:23066008-23069475:-	14	23066008	23069475	-	101.4	0.916	0.781	0.953	0.038	0.008	0.0179	ols_slope	0.6661564981315088	0.983758434534779	0	0	0.917	0.904	0.927	0.806	0.679	0.89	0.965	0.979	0.91	120	104	96	98	112	82	115	97	89
cadm1_dose		chr5:NPM1:s:171405403|5:171405403-171406396:+	NPM1	chr5:NPM1:s:171405403	s	171405403	5:171405403-171406396:+	5	171405403	171406396	+	100.9	0.343	0.375	0.38	0.037	0.047	0.0442	ols_slope	0.3746745385406016	0.9150517798418184	1	0	0.123	0.479	0.288	0.318	0.368	0.429	0.288	0.38	0.488	57	117	59	88	114	105	139	108	121
cadm1_dose		chr16:RNPS1:t:2264760|16:2264760-2267662:-	RNPS1	chr16:RNPS1:t:2264760	t	2264760	16:2264760-2267662:-	16	2264760	2267662	-	167.2	0.149	0.16	0.186	0.037	0.027	0.0203	ols_slope	0.6569735365604377	0.983758434534779	1	0	0.106	0.184	0.147	0.048	0.31	0.127	0.158	0.059	0.343	160	201	163	126	129	157	222	169	178
cadm1_dose		chr22:SMARCB1:t:23793558|22:23791894-23793558:+	SMARCB1	chr22:SMARCB1:t:23793558	t	23793558	22:23791894-23793558:+	22	23791894	23793558	+	123.9	0.474	0.587	0.511	0.037	0.036	0.008	ols_slope	0.880551634483139	0.983758434534779	0	0	0.571	0.332	0.617	0.417	0.704	0.659	0.538	0.467	0.564	140	190	94	108	108	82	119	180	94
cadm1_dose		chr9:CDKN2A:t:21971208|9:21971208-21994138:-	CDKN2A	chr9:CDKN2A:t:21971208	t	21971208	9:21971208-21994138:-	9	21971208	21994138	-	175.6	0.537	0.51	0.574	0.037	0.054	0.0241	ols_slope	0.575579582600205	0.983758434534779	0	0	0.465	0.522	0.637	0.603	0.463	0.412	0.511	0.54	0.718	187	251	171	194	175	102	176	200	124
cadm1_dose		chr19:USF2:s:35269699|19:35269699-35269802:+	USF2	chr19:USF2:s:35269699	s	35269699	19:35269699-35269802:+	19	35269699	35269802	+	153.4	0.324	0.431	0.361	0.037	0.054	0.0061	ols_slope	0.914959404957496	0.9852858398157701	0	0	0.38	0.294	0.315	0.635	0.337	0.333	0.508	0.231	0.287	129	180	178	137	178	114	193	143	129
cadm1_dose		chr16:KARS1:t:75641723|16:75641723-75644282:-	KARS1	chr16:KARS1:t:75641723	t	75641723	16:75641723-75644282:-	16	75641723	75644282	-	162.3	0.295	0.456	0.332	0.037	0.067	0.0068	ols_slope	0.8873608647190954	0.9852858398157701	0	0	0.327	0.224	0.378	0.359	0.44	0.543	0.19	0.409	0.371	107	214	143	156	175	208	137	181	140
cadm1_dose		chr1:NTPCR:t:232978162|1:232956443-232978162:+	NTPCR	chr1:NTPCR:t:232978162	t	232978162	1:232956443-232978162:+	1	232956443	232978162	+	106.8	0.111	0.091	0.146	0.035	0.032	0.0214	ols_slope	0.5382040284141654	0.983758434534779	0	0	0.085	0.147	0.073	0.0	0.069	0.26	0.083	0.187	0.164	71	163	109	105	131	73	109	139	61
cadm1_dose		chr4:HNRNPDL:t:82426129|4:82426129-82427189:-	HNRNPDL	chr4:HNRNPDL:t:82426129	t	82426129	4:82426129-82427189:-	4	82426129	82427189	-	168.9	0.286	0.156	0.321	0.035	-0.032	0.0181	ols_slope	0.6605261813231709	0.983758434534779	0	0	0.311	0.248	0.308	0.179	0.112	0.174	0.415	0.308	0.252	161	214	185	134	143	178	142	208	155
cadm1_dose		chr19:CIC:s:42293836|19:42293836-42293934:+	CIC	chr19:CIC:s:42293836	s	42293836	19:42293836-42293934:+	19	42293836	42293934	+	112.9	0.692	0.699	0.726	0.034	0.049	0.0265	ols_slope	0.5439358974715016	0.983758434534779	1	0	0.62	0.745	0.698	0.735	0.55	0.815	0.684	0.874	0.664	92	110	106	117	111	108	152	95	125
cadm1_dose		chr8:RPL7:t:73292797|8:73292797-73293865:-	RPL7	chr8:RPL7:t:73292797	t	73292797	8:73292797-73293865:-	8	73292797	73293865	-	155.7	0.202	0.292	0.236	0.034	0.009	0.0172	ols_slope	0.7618216056420664	0.983758434534779	0	0	0.117	0.241	0.243	0.458	0.126	0.211	0.366	0.058	0.28	171	141	218	166	103	128	161	156	157
cadm1_dose		chr5:TCOF1:t:150391956|5:150391657-150391956:+	TCOF1	chr5:TCOF1:t:150391956	t	150391956	5:150391657-150391956:+	5	150391657	150391956	+	162.6	0.577	0.616	0.61	0.033	0.063	0.0295	ols_slope	0.38722897811849194	0.915092226190477	0	0	0.5	0.498	0.69	0.635	0.553	0.632	0.612	0.544	0.709	146	203	239	192	94	125	183	171	110
cadm1_dose		chr17:NT5C:s:75131180|17:75131105-75131180:-	NT5C	chr17:NT5C:s:75131180	s	75131180	17:75131105-75131180:-	17	75131105	75131180	-	145.3	0.826	0.83	0.859	0.033	0.008	0.0128	ols_slope	0.7444818659251139	0.983758434534779	1	0	0.944	0.775	0.782	0.793	0.871	0.827	0.92	0.956	0.702	142	142	216	145	147	162	150	90	114
cadm1_dose		chr22:DDX17:t:38486440|22:38486440-38487872:-	DDX17	chr22:DDX17:t:38486440	t	38486440	22:38486440-38487872:-	22	38486440	38487872	-	146.9	0.384	0.404	0.417	0.033	0.011	0.0152	ols_slope	0.6864882468404573	0.983758434534779	1	0	0.481	0.339	0.368	0.346	0.454	0.403	0.315	0.58	0.384	79	127	114	156	185	119	168	150	224
cadm1_dose		chr6:SFT2D1:s:166342418|6:166332045-166342418:-	SFT2D1	chr6:SFT2D1:s:166342418	s	166342418	6:166332045-166342418:-	6	166332045	166342418	-	108.7	0.239	0.357	0.272	0.033	0.052	0.0036	ols_slope	0.9486162159685808	0.9852858398157701	0	0	0.343	0.154	0.241	0.5	0.388	0.101	0.31	0.183	0.267	99	123	108	108	67	69	187	71	146
cadm1_dose		chr1:PABPC4:t:39570002|1:39570002-39571096:-	PABPC4	chr1:PABPC4:t:39570002	t	39570002	1:39570002-39571096:-	1	39570002	39571096	-	171.2	0.266	0.281	0.299	0.033	0.069	-0.0032	ols_slope	0.9627832418553958	0.9852858398157701	1	0	0.299	0.423	0.095	0.487	0.11	0.318	0.459	0.184	0.156	127	215	221	117	172	148	242	158	141
cadm1_dose		chr2:EEF1B2:s:206159684|2:206159684-206159912:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159912:+	2	206159684	206159912	+	121.8	0.218	0.22	0.25	0.032	-0.011	0.0111	ols_slope	0.8015044605221183	0.983758434534779	1	0	0.333	0.109	0.235	0.374	0.094	0.252	0.331	0.188	0.225	108	138	166	91	138	107	118	101	129
cadm1_dose		chr19:ILF3:t:10688549|19:10687708-10688549:+	ILF3	chr19:ILF3:t:10688549	t	10688549	19:10687708-10688549:+	19	10687708	10688549	+	134.9	0.954	0.854	0.985	0.031	0.036	0.0151	ols_slope	0.734771056786888	0.983758434534779	0	0	0.868	1.0	1.0	0.73	0.977	0.818	0.971	1.0	0.988	152	176	103	100	130	99	173	117	164
cadm1_dose		chr16:HMOX2:s:4476487|16:4476487-4505483:+	HMOX2	chr16:HMOX2:s:4476487	s	4476487	16:4476487-4505483:+	16	4476487	4505483	+	108.1	0.835	0.979	0.865	0.03	0.009	0.0071	ols_slope	0.8844724390103492	0.9852858398157701	0	0	0.688	0.863	0.988	0.981	0.976	0.98	0.885	0.931	0.765	112	124	85	105	127	102	104	116	98
cadm1_dose		chr2:RAB10:s:26034735|2:26034735-26093590:+	RAB10	chr2:RAB10:s:26034735	s	26034735	2:26034735-26093590:+	2	26034735	26093590	+	100.7	0.042	0.066	0.071	0.029		0.0376	ols_slope	0.41477650945964506	0.9378044304170918	1	0	0.072	0.045	0.019	0.189	0.01	0.01	0.019	0.029	0.314	69	134	105	90	96	102	155	104	51
cadm1_dose		chr17:CEP131:s:81193925|17:81192843-81193925:-	CEP131	chr17:CEP131:s:81193925	s	81193925	17:81192843-81193925:-	17	81192843	81193925	-	158.1	0.722	0.788	0.751	0.029	0.015	0.0196	ols_slope	0.5872549471123056	0.983758434534779	0	0	0.644	0.851	0.66	0.762	0.87	0.744	0.817	0.689	0.767	180	181	147	189	131	129	153	193	120
cadm1_dose		chr4:OCIAD1:t:48832619|4:48831249-48832619:+	OCIAD1	chr4:OCIAD1:t:48832619	t	48832619	4:48831249-48832619:+	4	48831249	48832619	+	135.3	0.773	0.723	0.801	0.028	-0.03	0.0179	ols_slope	0.7062398389534066	0.983758434534779	0	0	0.881	0.771	0.66	0.729	0.842	0.54	0.83	0.821	0.769	109	153	103	133	165	113	88	168	186
cadm1_dose		chr1:C1orf35:t:228103049|1:228103049-228103133:-	C1orf35	chr1:C1orf35:t:228103049	t	228103049	1:228103049-228103133:-	1	228103049	228103133	-	270.3	0.757	0.728	0.783	0.026	-0.043	0.0125	ols_slope	0.7169189556146964	0.983758434534779	0	0	0.69	0.725	0.853	0.646	0.715	0.865	0.765	0.742	0.835	332	258	320	274	316	192	251	229	261
cadm1_dose		chr19:CNOT3:s:54144332|19:54144332-54145594:+	CNOT3	chr19:CNOT3:s:54144332	s	54144332	19:54144332-54145594:+	19	54144332	54145594	+	104.1	0.295	0.199	0.32	0.025	0.009	0.0109	ols_slope	0.8093881387153968	0.983758434534779	0	0	0.29	0.274	0.319	0.237	0.041	0.262	0.211	0.351	0.387	62	84	91	135	74	107	114	151	119
cadm1_dose		chr9:TMEM141:s:136791777|9:136791777-136792250:+	TMEM141	chr9:TMEM141:s:136791777	s	136791777	9:136791777-136792250:+	9	136791777	136792250	+	100.9	0.225	0.241	0.25	0.025	0.068	-0.0075	ols_slope	0.8636877162220182	0.983758434534779	1	0	0.418	0.133	0.2	0.224	0.333	0.129	0.161	0.295	0.25	79	128	140	85	102	70	56	112	136
cadm1_dose		chr1:SNRPE:t:203863662|1:203861955-203863662:+	SNRPE	chr1:SNRPE:t:203863662	t	203863662	1:203861955-203863662:+	1	203861955	203863662	+	126.9	0.219	0.209	0.244	0.025	0.044	0.0135	ols_slope	0.7235973664688605	0.983758434534779	0	0	0.223	0.206	0.236	0.301	0.173	0.16	0.39	0.258	0.098	103	141	89	123	133	131	141	128	153
cadm1_dose		chr4:MRPS18C:t:83459739|4:83458429-83459739:+	MRPS18C	chr4:MRPS18C:t:83459739	t	83459739	4:83458429-83459739:+	4	83458429	83459739	+	159.7	0.463	0.578	0.487	0.025	-0.011	0.0027	ols_slope	0.9600612134880228	0.9852858398157701	0	0	0.55	0.464	0.362	0.54	0.667	0.509	0.283	0.602	0.506	131	220	116	137	186	167	120	186	174
cadm1_dose		chr1:NASP:t:45613168|1:45606591-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45606591-45613168:+	1	45606591	45613168	+	136.6	0.635	0.713	0.659	0.024	0.077	0.0076	ols_slope	0.8527224324788645	0.983758434534779	0	0	0.757	0.712	0.483	0.627	0.729	0.738	0.628	0.613	0.756	115	111	147	59	129	122	199	191	156
cadm1_dose		chr20:NOP56:t:2656400|20:2656034-2656400:+	NOP56	chr20:NOP56:t:2656400	t	2656400	20:2656034-2656400:+	20	2656034	2656400	+	139.8	0.28	0.32	0.304	0.024	0.081	0.0241	ols_slope	0.5285401968665439	0.983758434534779	0	0	0.198	0.368	0.257	0.31	0.418	0.239	0.296	0.231	0.442	126	152	144	129	146	163	169	143	86
cadm1_dose		chr2:CCT4:s:61888380|2:61888257-61888380:-	CCT4	chr2:CCT4:s:61888380	s	61888380	2:61888257-61888380:-	2	61888257	61888380	-	323.1	0.364	0.335	0.387	0.023	0.021	0.0152	ols_slope	0.6553619676160992	0.983758434534779	0	0	0.442	0.327	0.344	0.32	0.381	0.303	0.264	0.455	0.484	283	407	343	306	299	290	405	224	351
cadm1_dose		chr8:SNHG6:s:66925436|8:66922725-66925436:-	SNHG6	chr8:SNHG6:s:66925436	s	66925436	8:66922725-66925436:-	8	66922725	66925436	-	272.7	0.683	0.791	0.706	0.023	0.012	0.0121	ols_slope	0.7550579288970304	0.983758434534779	0	0	0.764	0.711	0.561	0.716	0.834	0.841	0.675	0.68	0.753	195	439	230	292	277	201	289	219	312
cadm1_dose		chr16:VKORC1:t:31091342|16:31091342-31093311:-	VKORC1	chr16:VKORC1:t:31091342	t	31091342	16:31091342-31093311:-	16	31091342	31093311	-	122.7	0.461	0.329	0.483	0.023	-0.042	0.019	ols_slope	0.7652760956875225	0.983758434534779	0	0	0.326	0.636	0.385	0.321	0.428	0.208	0.632	0.374	0.456	89	121	122	159	145	106	125	147	90
cadm1_dose		chr19:BCL2L12:s:49666799|19:49666799-49667018:+	BCL2L12	chr19:BCL2L12:s:49666799	s	49666799	19:49666799-49667018:+	19	49666799	49667018	+	108.1	0.683	0.85	0.704	0.022	0.028	0.0086	ols_slope	0.8757504631582534	0.983758434534779	0	0	0.738	0.603	0.728	0.895	0.957	0.698	0.683	0.829	0.609	80	121	114	105	92	96	104	123	138
cadm1_dose		chr20:SMIM26:s:18567596|20:18567596-18569235:+	SMIM26	chr20:SMIM26:s:18567596	s	18567596	20:18567596-18569235:+	20	18567596	18569235	+	127.7	0.267	0.286	0.29	0.022	-0.038	0.0168	ols_slope	0.6741358981325437	0.983758434534779	1	0	0.216	0.236	0.311	0.184	0.423	0.297	0.179	0.279	0.406	88	110	180	163	111	138	84	179	96
cadm1_dose		chr16:METTL26:t:635340|16:635340-636093:-	METTL26	chr16:METTL26:t:635340	t	635340	16:635340-636093:-	16	635340	636093	-	140.8	0.647	0.694	0.668	0.022	-0.029	0.0064	ols_slope	0.8743703283654238	0.983758434534779	0	0	0.694	0.631	0.633	0.581	0.724	0.866	0.597	0.75	0.65	134	176	259	136	127	67	119	132	117
cadm1_dose		chr19:PTBP1:t:806407|19:805187-806407:+	PTBP1	chr19:PTBP1:t:806407	t	806407	19:805187-806407:+	19	805187	806407	+	304.0	0.397	0.369	0.419	0.022	-0.027	0.0108	ols_slope	0.798988006891072	0.983758434534779	0	0	0.383	0.359	0.46	0.422	0.416	0.163	0.387	0.382	0.498	334	432	337	332	250	141	313	322	275
cadm1_dose		chr9:GTF3C5:t:133056011|9:133054809-133056011:+	GTF3C5	chr9:GTF3C5:t:133056011	t	133056011	9:133054809-133056011:+	9	133054809	133056011	+	104.7	0.798	0.847	0.82	0.022	0.018	0.0125	ols_slope	0.7298954555098102	0.983758434534779	0	0	0.827	0.741	0.839	0.7	0.876	0.98	0.797	0.867	0.818	98	112	87	110	89	101	138	75	132
cadm1_dose		chr19:SAFB:s:5657347|19:5657347-5661517:+	SAFB	chr19:SAFB:s:5657347	s	5657347	19:5657347-5661517:+	19	5657347	5661517	+	268.6	0.349	0.44	0.37	0.021	0.064	0.0159	ols_slope	0.6456144773008198	0.983758434534779	0	0	0.278	0.358	0.376	0.395	0.385	0.557	0.367	0.42	0.32	187	321	378	190	270	201	286	300	284
cadm1_dose		chr17:AURKB:s:8210529|17:8210249-8210529:-	AURKB	chr17:AURKB:s:8210529	s	8210529	17:8210249-8210529:-	17	8210249	8210529	-	115.6	0.601	0.554	0.621	0.02	0.026	0.0088	ols_slope	0.8055988909232391	0.983758434534779	0	0	0.629	0.641	0.565	0.556	0.477	0.695	0.524	0.712	0.652	97	78	161	126	174	95	105	66	138
cadm1_dose		chr17:RPL19:s:39202443|17:39202443-39202993:+	RPL19	chr17:RPL19:s:39202443	s	39202443	17:39202443-39202993:+	17	39202443	39202993	+	139.3	0.969	0.896	0.989	0.02	0.024	0.0102	ols_slope	0.7697656210447316	0.983758434534779	0	0	1.0	0.946	0.966	0.754	0.946	0.911	0.973	1.0	1.0	145	166	148	61	130	146	187	144	127
cadm1_dose		chr12:ARL6IP4:t:122981570|12:122981299-122981570:+	ARL6IP4	chr12:ARL6IP4:t:122981570	t	122981570	12:122981299-122981570:+	12	122981299	122981570	+	129.2	0.839	0.871	0.859	0.02	0.056	0.0118	ols_slope	0.7294327857055001	0.983758434534779	0	0	0.789	0.874	0.83	0.821	0.924	0.873	0.714	0.974	0.875	95	174	135	184	171	134	98	116	56
cadm1_dose		chr1:ENSG00000233461:s:231527337|1:231522637-231527337:-	ENSG00000233461	chr1:ENSG00000233461:s:231527337	s	231527337	1:231522637-231527337:-	1	231522637	231527337	-	117.0	0.794	0.923	0.814	0.02	0.046	-0.0016	ols_slope	0.9635207597943294	0.9852858398157701	0	0	0.775	0.779	0.859	0.95	0.899	0.917	0.897	0.723	0.783	102	145	64	121	109	120	155	94	143
cadm1_dose		chr1:RBM34:t:235155112|1:235155112-235160510:-	RBM34	chr1:RBM34:t:235155112	t	235155112	1:235155112-235160510:-	1	235155112	235160510	-	106.9	0.675	0.848	0.694	0.019	0.082	-0.0157	ols_slope	0.7921017946378931	0.983758434534779	0	0	0.608	0.635	0.93	0.984	0.82	0.798	0.653	0.691	0.735	97	115	43	61	111	104	144	136	151
cadm1_dose		chr2:HTRA2:t:74532819|2:74532714-74532819:+	HTRA2	chr2:HTRA2:t:74532819	t	74532819	2:74532714-74532819:+	2	74532714	74532819	+	170.6	0.727	0.745	0.746	0.019	-0.002	0.0088	ols_slope	0.8230037843246448	0.983758434534779	1	0	0.641	0.699	0.822	0.738	0.697	0.787	0.767	0.586	0.862	170	146	197	210	132	188	180	145	167
cadm1_dose		chr17:UBTF:s:44212818|17:44212006-44212818:-	UBTF	chr17:UBTF:s:44212818	s	44212818	17:44212006-44212818:-	17	44212006	44212818	-	186.4	0.234	0.258	0.252	0.018	0.035	0.0252	ols_slope	0.5398229179576767	0.983758434534779	0	0	0.11	0.316	0.23	0.246	0.352	0.166	0.33	0.139	0.338	136	212	161	199	199	175	200	251	145
cadm1_dose		chr14:PYGL:t:50935185|14:50935185-50944160:-	PYGL	chr14:PYGL:t:50935185	t	50935185	14:50935185-50944160:-	14	50935185	50944160	-	106.8	0.126	0.065	0.144	0.018	-0.041	0.0134	ols_slope	0.7003081088371671	0.983758434534779	0	0	0.083	0.178	0.076	0.083	0.068	0.029	0.0	0.187	0.231	72	146	92	109	147	68	100	123	104
cadm1_dose		chr17:AURKB:t:8207840|17:8207840-8210176:-	AURKB	chr17:AURKB:t:8207840	t	8207840	17:8207840-8210176:-	17	8207840	8210176	-	153.6	0.763	0.655	0.78	0.017	0.012	0.013	ols_slope	0.7455106480712591	0.983758434534779	0	0	0.687	0.83	0.755	0.644	0.603	0.759	0.675	0.854	0.821	115	153	208	146	204	116	154	130	156
cadm1_dose		chr2:MFF:s:227325427|2:227325427-227332418:+	MFF	chr2:MFF:s:227325427	s	227325427	2:227325427-227332418:+	2	227325427	227332418	+	145.1	0.209	0.248	0.225	0.016	-0.002	0.0158	ols_slope	0.7251729297918577	0.983758434534779	0	0	0.03	0.234	0.287	0.328	0.212	0.208	0.095	0.224	0.327	100	167	174	119	132	120	158	134	202
cadm1_dose		chr6:HMGA1:t:34242711|6:34240882-34242711:+	HMGA1	chr6:HMGA1:t:34242711	t	34242711	6:34240882-34242711:+	6	34240882	34242711	+	220.0	0.248	0.255	0.264	0.016	0.031	0.0087	ols_slope	0.833857208786615	0.983758434534779	1	0	0.299	0.253	0.208	0.214	0.236	0.335	0.297	0.42	0.095	211	292	303	243	229	179	246	119	158
cadm1_dose		chr10:RPP38:t:15103304|10:15097409-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15097409-15103304:+	10	15097409	15103304	+	122.9	0.335	0.417	0.35	0.015	-0.07	0.0016	ols_slope	0.9721636098412444	0.9852858398157701	0	0	0.48	0.342	0.177	0.495	0.41	0.371	0.392	0.268	0.35	127	152	124	101	117	151	143	71	120
cadm1_dose		chr4:OCIAD1:t:48832619|4:48831496-48832619:+	OCIAD1	chr4:OCIAD1:t:48832619	t	48832619	4:48831496-48832619:+	4	48831496	48832619	+	135.3	0.137	0.175	0.152	0.015	0.03	0.001	ols_slope	0.9802200610701561	0.9890508724311485	0	0	0.055	0.098	0.282	0.15	0.097	0.319	0.125	0.149	0.167	109	153	103	133	165	113	88	168	186
cadm1_dose		chr6:EPB41L2:s:130885095|6:130880206-130885095:-	EPB41L2	chr6:EPB41L2:s:130885095	s	130885095	6:130880206-130885095:-	6	130880206	130885095	-	108.8	0.333	0.483	0.346	0.013	0.048	0.0223	ols_slope	0.6660371317126129	0.983758434534779	0	0	0.346	0.316	0.342	0.622	0.355	0.467	0.402	0.235	0.5	81	114	114	119	110	152	87	136	66
cadm1_dose		chr17:RPL19:t:39202993|17:39202443-39202993:+	RPL19	chr17:RPL19:t:39202993	t	39202993	17:39202443-39202993:+	17	39202443	39202993	+	140.8	0.963	0.886	0.976	0.013	0.024	0.0069	ols_slope	0.8555642782796525	0.983758434534779	0	0	0.98	0.946	0.966	0.719	0.939	0.911	0.973	0.96	1.0	148	166	148	64	131	146	187	150	127
cadm1_dose		chr3:NAA50:s:113745941|3:113724095-113745941:-	NAA50	chr3:NAA50:s:113745941	s	113745941	3:113724095-113745941:-	3	113724095	113745941	-	134.1	0.671	0.677	0.683	0.013	0.054	0.0018	ols_slope	0.9625201655817153	0.9852858398157701	1	0	0.754	0.627	0.653	0.661	0.58	0.847	0.644	0.632	0.768	142	204	170	124	150	98	90	117	112
cadm1_dose		chr16:HIRIP3:t:29993808|16:29993808-29995102:-	HIRIP3	chr16:HIRIP3:t:29993808	t	29993808	16:29993808-29995102:-	16	29993808	29995102	-	123.6	0.31	0.356	0.322	0.012	0.098	0.0205	ols_slope	0.5608981385399608	0.983758434534779	0	0	0.317	0.261	0.362	0.315	0.439	0.273	0.258	0.484	0.321	104	153	130	130	164	99	159	64	109
cadm1_dose		chr17:CEP131:t:81192593|17:81192593-81193925:-	CEP131	chr17:CEP131:t:81192593	t	81192593	17:81192593-81193925:-	17	81192593	81193925	-	146.1	0.28	0.23	0.291	0.012	0.05	0.0014	ols_slope	0.9670096931118347	0.9852858398157701	0	0	0.405	0.164	0.276	0.254	0.165	0.248	0.289	0.331	0.233	158	165	181	177	103	133	97	181	120
cadm1_dose		chr2:BOLA3:t:74135658|2:74135658-74145188:-	BOLA3	chr2:BOLA3:t:74135658	t	74135658	2:74135658-74145188:-	2	74135658	74145188	-	153.7	0.702	0.631	0.715	0.012	0.052	-0.0016	ols_slope	0.9697601124895149	0.9852858398157701	0	0	0.842	0.647	0.671	0.577	0.559	0.763	0.683	0.797	0.669	139	255	167	156	93	114	180	143	136
cadm1_dose		chrX:HSD17B10:t:53431594|X:53431594-53431797:-	HSD17B10	chrX:HSD17B10:t:53431594	t	53431594	X:53431594-53431797:-	X	53431594	53431797	-	115.6	0.919	0.86	0.931	0.012	-0.018	0.0025	ols_slope	0.9499468505177178	0.9852858398157701	0	0	1.0	0.861	0.931	0.947	0.898	0.712	0.926	0.881	1.0	68	115	101	133	98	104	135	159	127
cadm1_dose		chr11:GATD1:s:771332|11:770398-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:770398-771332:-	11	770398	771332	-	102.8	0.097	0.041	0.108	0.011	-0.02	0.0167	ols_slope	0.6350882840757134	0.983758434534779	0	0	0.152	0.03	0.139	0.025	0.075	0.025	0.058	0.101	0.263	105	164	122	81	93	120	103	99	38
