contrast	rank	junction_id	gene	lsv	side	anchor	junction	chrom	start	end	strand	mean_lsv_total	psi_ctl	psi_mid	psi_treated	dpsi	dpsi_dedup	slope	test	p	padj	consistent	hit	psi_Hek_control_1	psi_Hek_control_2	psi_Hek_control_3	psi_Ris_dose_25mM-1	psi_Ris_dose_25mM-2	psi_Ris_dose_25mM-3	n_Hek_control_1	n_Hek_control_2	n_Hek_control_3	n_Ris_dose_25mM-1	n_Ris_dose_25mM-2	n_Ris_dose_25mM-3
ris_low		chr16:VKORC1:s:31094556|16:31091342-31094556:-	VKORC1	chr16:VKORC1:s:31094556	s	31094556	16:31091342-31094556:-	16	31091342	31094556	-	174.7	0.345		0.373	0.028	-0.037		welch	0.7773480089238782	0.9791561399089092	0	0	0.37	0.219	0.463	0.368	0.427	0.329	162	183	162	204	164	173
ris_low		chr3:POC1A:t:52075985|3:52075985-52122378:-	POC1A	chr3:POC1A:t:52075985	t	52075985	3:52075985-52122378:-	3	52075985	52122378	-	127.2	0.288		0.316	0.028	0.03		welch	0.8436903701377384	0.9791561399089092	0	0	0.331	0.324	0.222	0.367	0.122	0.333	127	148	162	139	49	138
ris_low		chrX:UPF3B:t:119838527|X:119838527-119841075:-	UPF3B	chrX:UPF3B:t:119838527	t	119838527	X:119838527-119841075:-	X	119838527	119841075	-	115.0	0.841		0.868	0.027	0.021		welch	0.899981121729539	0.9791561399089092	0	0	0.778	0.841	0.899	0.916	0.667	0.899	81	126	89	143	63	188
ris_low		chr19:PTBP1:s:805187|19:805187-806407:+	PTBP1	chr19:PTBP1:s:805187	s	805187	19:805187-806407:+	19	805187	806407	+	228.3	0.523		0.548	0.025	0.013		welch	0.6496296945413775	0.9646329354635802	0	0	0.485	0.522	0.562	0.403	0.72	0.593	264	297	276	206	118	209
ris_low		chr2:EEF1B2:s:206159684|2:206159684-206159958:+	EEF1B2	chr2:EEF1B2:s:206159684	s	206159684	2:206159684-206159958:+	2	206159684	206159958	+	107.5	0.782		0.807	0.025	0.051		welch	0.6473613733156625	0.9646329354635802	0	0	0.667	0.891	0.765	0.763	0.8	0.871	108	138	166	118	30	85
ris_low		chrX:PQBP1:t:48898491|X:48898082-48898491:+	PQBP1	chrX:PQBP1:t:48898491	t	48898491	X:48898082-48898491:+	X	48898082	48898491	+	108.2	0.448		0.473	0.025	0.078		welch	0.42824993774223974	0.9646329354635802	0	0	0.45	0.473	0.41	0.42	0.686	0.469	100	148	105	131	35	130
ris_low		chr3:UQCC5:t:52540423|3:52536773-52540423:+	UQCC5	chr3:UQCC5:t:52540423	t	52540423	3:52536773-52540423:+	3	52536773	52540423	+	110.8	0.366		0.391	0.025	-0.031		welch	0.801961736710852	0.9791561399089092	0	0	0.226	0.32	0.504	0.375	0.284	0.471	62	181	123	104	74	121
ris_low		chr10:RPP38:t:15103304|10:15097409-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15097409-15103304:+	10	15097409	15103304	+	119.2	0.335		0.359	0.024	0.011		welch	0.6089577186697457	0.9646329354635802	0	0	0.48	0.342	0.177	0.351	0.5	0.324	127	152	124	134	42	136
ris_low		chr5:RPL26L1:t:172959864|5:172959468-172959864:+	RPL26L1	chr5:RPL26L1:t:172959864	t	172959864	5:172959468-172959864:+	5	172959468	172959864	+	161.5	0.463		0.487	0.024	0.03		welch	0.5376547648361152	0.9646329354635802	0	0	0.4	0.368	0.595	0.487	0.574	0.466	130	155	173	197	61	253
ris_low		chr7:WIPI2:t:5230834|7:5229705-5230834:+	WIPI2	chr7:WIPI2:t:5230834	t	5230834	7:5229705-5230834:+	7	5229705	5230834	+	130.3	0.212		0.235	0.024	0.046		welch	0.963493050594474	0.9843311693128727	0	0	0.253	0.125	0.258	0.381	0.059	0.18	91	144	190	139	68	150
ris_low		chr4:PCGF3:t:733671|4:731110-733671:+	PCGF3	chr4:PCGF3:t:733671	t	733671	4:731110-733671:+	4	731110	733671	+	145.5	0.824		0.848	0.023	0.013		welch	0.5939383373019549	0.9646329354635802	0	0	0.569	0.943	0.811	0.839	0.824	0.867	72	176	185	137	108	195
ris_low		chr15:SNAPC5:s:66497641|15:66495419-66497641:-	SNAPC5	chr15:SNAPC5:s:66497641	s	66497641	15:66495419-66497641:-	15	66495419	66497641	-	133.7	0.582		0.605	0.023	0.036		welch	0.9008236487161964	0.9791561399089092	0	0	0.632	0.546	0.574	0.647	0.386	0.767	190	229	155	85	70	73
ris_low		chr19:HNRNPUL1:s:41304261|19:41304261-41305675:+	HNRNPUL1	chr19:HNRNPUL1:s:41304261	s	41304261	19:41304261-41305675:+	19	41304261	41305675	+	147.2	0.837		0.86	0.023	0.001		welch	0.7973130600757541	0.9791561399089092	0	0	0.929	0.734	0.91	0.831	0.949	0.853	156	237	133	148	59	150
ris_low		chr11:GATD1:t:767373|11:767373-770313:-	GATD1	chr11:GATD1:t:767373	t	767373	11:767373-770313:-	11	767373	770313	-	103.7	0.171		0.194	0.023	0.072		welch	0.7931229972328104	0.9791561399089092	0	0	0.192	0.162	0.172	0.178	0.055	0.378	73	173	87	90	109	90
ris_low		chr2:MFF:s:227325427|2:227325427-227332418:+	MFF	chr2:MFF:s:227325427	s	227325427	2:227325427-227332418:+	2	227325427	227332418	+	130.5	0.209		0.231	0.022	-0.025		welch	0.6725765847607006	0.9693309269035708	0	0	0.03	0.234	0.287	0.261	0.262	0.151	100	167	174	142	107	93
ris_low		chr22:ENSG00000286129:s:22298211|22:22298211-22303103:+	ENSG00000286129	chr22:ENSG00000286129:s:22298211	s	22298211	22:22298211-22303103:+	22	22298211	22303103	+	100.7	0.077		0.1	0.022			welch	0.6804238540789745	0.970403147595853	0	0	0.2	0.0	0.075	0.242	0.127	0.021	85	131	107	66	71	144
ris_low		chr5:MACROH2A1:s:135360496|5:135353045-135360496:-	MACROH2A1	chr5:MACROH2A1:s:135360496	s	135360496	5:135353045-135360496:-	5	135353045	135360496	-	145.7	0.844		0.866	0.022	0.031		welch	0.7626163763114658	0.9791561399089092	0	0	0.698	0.897	0.861	0.928	0.783	0.819	106	223	216	166	69	94
ris_low		chr19:PRMT1:s:49677316|19:49677316-49680486:+	PRMT1	chr19:PRMT1:s:49677316	s	49677316	19:49677316-49680486:+	19	49677316	49680486	+	154.7	0.871		0.894	0.022	0.013		welch	0.9480926815964645	0.9813826720465214	0	0	0.975	0.844	0.813	0.785	0.908	0.953	160	205	187	107	98	171
ris_low		chr10:RPP38:t:15103304|10:15102336-15103304:+	RPP38	chr10:RPP38:t:15103304	t	15103304	10:15102336-15103304:+	10	15102336	15103304	+	119.2	0.404		0.426	0.022	-0.028		welch	0.9694673427587519	0.9843311693128727	0	0	0.268	0.454	0.484	0.478	0.333	0.404	127	152	124	134	42	136
ris_low		chrX:TCEAL3:t:103608603|X:103608058-103608603:+	TCEAL3	chrX:TCEAL3:t:103608603	t	103608603	X:103608058-103608603:+	X	103608058	103608603	+	113.3	0.853		0.875	0.022	-0.018		welch	0.9910794231059906	0.9910794231059915	0	0	0.824	0.828	0.895	0.969	0.704	0.877	119	134	162	97	54	114
ris_low		chr19:SAFB:s:5667164|19:5667164-5667346:+	SAFB	chr19:SAFB:s:5667164	s	5667164	19:5667164-5667346:+	19	5667164	5667346	+	556.0	0.777		0.795	0.019	0.015		welch	0.48716035392915524	0.9646329354635802	0	0	0.622	0.761	0.842	0.773	0.824	0.792	323	556	893	520	476	568
ris_low		chr1:NASP:t:45613168|1:45608337-45613168:+	NASP	chr1:NASP:t:45613168	t	45613168	1:45608337-45613168:+	1	45608337	45613168	+	104.3	0.365		0.383	0.019	-0.033		welch	0.8674051989735762	0.9791561399089092	0	0	0.243	0.288	0.517	0.309	0.242	0.567	115	111	147	97	66	90
ris_low		chr8:CYRIB:s:129939607|8:129903350-129939607:-	CYRIB	chr8:CYRIB:s:129939607	s	129939607	8:129903350-129939607:-	8	129903350	129939607	-	169.0	0.319		0.337	0.018	0.028		welch	0.5444610935304138	0.9646329354635802	0	0	0.308	0.221	0.433	0.374	0.533	0.256	130	190	178	179	75	262
ris_low		chr11:GATD1:s:771332|11:767373-771332:-	GATD1	chr11:GATD1:s:771332	s	771332	11:767373-771332:-	11	767373	771332	-	118.7	0.696		0.713	0.018	0.016		welch	0.7258046109963048	0.9791561399089092	0	0	0.562	0.86	0.59	0.902	0.705	0.559	105	164	122	82	146	93
ris_low		chr13:POLR1D:s:27622009|13:27622009-27648378:+	POLR1D	chr13:POLR1D:s:27622009	s	27622009	13:27622009-27648378:+	13	27622009	27648378	+	206.2	0.153		0.171	0.018	0.07		welch	0.7817222127952623	0.9791561399089092	0	0	0.211	0.129	0.131	0.046	0.181	0.321	228	271	283	194	105	156
ris_low		chr7:TAF6:s:100113615|7:100113405-100113615:-	TAF6	chr7:TAF6:s:100113615	s	100113615	7:100113405-100113615:-	7	100113405	100113615	-	103.3	0.915		0.933	0.018	-0.027		welch	0.7397363917808546	0.9791561399089092	0	0	0.892	0.992	0.861	0.981	0.719	0.946	93	123	137	106	32	129
ris_low		chr1:ENSG00000233461:t:231522637|1:231522637-231528419:-	ENSG00000233461	chr1:ENSG00000233461:t:231522637	t	231522637	1:231522637-231528419:-	1	231522637	231528419	-	141.7	0.244		0.261	0.017	0.009		welch	0.8823383321704587	0.9791561399089092	0	0	0.039	0.315	0.333	0.338	0.252	0.15	129	216	126	160	119	100
ris_low		chr6:BAG6:s:31640198|6:31639226-31640198:-	BAG6	chr6:BAG6:s:31640198	s	31640198	6:31639226-31640198:-	6	31639226	31640198	-	211.7	0.498		0.514	0.017	-0.011		welch	0.919423118319748	0.9813826720465214	0	0	0.472	0.594	0.43	0.38	0.624	0.52	142	244	291	150	170	273
ris_low		chr12:MYL6:s:56160320|12:56160320-56161386:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56161386:+	12	56160320	56161386	+	133.3	0.65		0.667	0.016	0.029		welch	0.9314294241855731	0.9813826720465214	0	0	0.811	0.591	0.579	0.652	0.597	0.709	127	193	126	141	62	151
ris_low		chr20:NOP56:s:2656214|20:2656214-2656773:+	NOP56	chr20:NOP56:s:2656214	s	2656214	20:2656214-2656773:+	20	2656214	2656773	+	115.0	0.193		0.208	0.015	0.001		welch	0.5817625847000992	0.9646329354635802	0	0	0.205	0.088	0.257	0.179	0.443	0.129	127	102	144	117	61	139
ris_low		chr19:CLASRP:s:45067594|19:45067594-45068014:+	CLASRP	chr19:CLASRP:s:45067594	s	45067594	19:45067594-45068014:+	19	45067594	45068014	+	156.5	0.907		0.922	0.015	0.025		welch	0.851434148370261	0.9791561399089092	0	0	0.867	0.882	0.964	0.987	0.724	0.948	181	144	192	154	76	192
ris_low		chr1:AURKAIP1:t:1374790|1:1374790-1374996:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1374996:-	1	1374790	1374996	-	177.2	0.225		0.237	0.012	-0.03		welch	0.6894696174330935	0.9729937671749059	0	0	0.11	0.171	0.344	0.134	0.265	0.348	136	170	209	232	132	184
ris_low		chr1:RNF220:t:44632342|1:44632208-44632342:+	RNF220	chr1:RNF220:t:44632342	t	44632342	1:44632208-44632342:+	1	44632208	44632342	+	146.8	0.628		0.64	0.012	0.059		welch	0.9301647953864574	0.9813826720465214	0	0	0.68	0.656	0.574	0.776	0.56	0.595	125	163	204	116	100	173
ris_low		chr19:DMKN:t:35505986|19:35505986-35510183:-	DMKN	chr19:DMKN:t:35505986	t	35505986	19:35505986-35510183:-	19	35505986	35510183	-	284.7	0.669		0.68	0.011	0.035		welch	0.7803432357936578	0.9791561399089092	0	0	0.596	0.616	0.771	0.728	0.74	0.582	287	380	406	191	219	225
ris_low		chr19:ERCC1:t:45413745|19:45413745-45413962:-	ERCC1	chr19:ERCC1:t:45413745	t	45413745	19:45413745-45413962:-	19	45413745	45413962	-	148.2	0.612		0.623	0.011	-0.007		welch	0.7540508628061589	0.9791561399089092	0	0	0.609	0.715	0.52	0.577	0.726	0.613	87	158	175	213	106	150
ris_low		chr19:PRPF31:s:54115797|19:54115797-54118240:+	PRPF31	chr19:PRPF31:s:54115797	s	54115797	19:54115797-54118240:+	19	54115797	54118240	+	124.8	0.209		0.219	0.01	0.008		welch	0.7983708781962948	0.9791561399089092	0	0	0.118	0.145	0.31	0.139	0.188	0.311	85	131	158	144	80	151
ris_low		chr16:ZNF598:t:2001191|16:2001191-2001582:-	ZNF598	chr16:ZNF598:t:2001191	t	2001191	16:2001191-2001582:-	16	2001191	2001582	-	161.3	0.779		0.79	0.01	0.008		welch	0.8158490618525227	0.9791561399089092	0	0	0.616	0.903	0.766	0.909	0.735	0.718	86	144	291	154	151	142
ris_low		chr3:THOC7:s:63863771|3:63838499-63863771:-	THOC7	chr3:THOC7:s:63863771	s	63863771	3:63838499-63863771:-	3	63838499	63863771	-	129.3	0.071		0.081	0.01	-0.023		welch	0.9473014813661222	0.9813826720465214	0	0	0.034	0.05	0.135	0.21	0.0	0.025	146	141	133	119	77	160
ris_low		chr6:LSM2:s:31806754|6:31806142-31806754:-	LSM2	chr6:LSM2:s:31806754	s	31806754	6:31806142-31806754:-	6	31806142	31806754	-	105.7	0.901		0.909	0.008			welch	0.6085110377280115	0.9646329354635802	0	0	0.786	1.0	0.861	0.872	1.0	0.899	70	129	115	149	72	99
ris_low		chr19:DMKN:s:35510183|19:35505986-35510183:-	DMKN	chr19:DMKN:s:35510183	s	35510183	19:35505986-35510183:-	19	35505986	35510183	-	339.5	0.562		0.568	0.006	-0.001		welch	0.8577190852860394	0.9791561399089092	0	0	0.515	0.493	0.666	0.563	0.681	0.476	332	475	470	247	238	275
ris_low		chr5:TCOF1:s:150390023|5:150390023-150391543:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391543:+	5	150390023	150391543	+	110.2	0.329		0.334	0.006	0.06		welch	0.80827053404382	0.9791561399089092	0	0	0.207	0.32	0.426	0.286	0.326	0.398	92	150	129	105	92	93
ris_low		chr8:CHCHD7:s:56211837|8:56211837-56212761:+	CHCHD7	chr8:CHCHD7:s:56211837	s	56211837	8:56211837-56212761:+	8	56211837	56212761	+	170.0	0.161		0.167	0.006	-0.014		welch	0.9449339878550314	0.9813826720465214	0	0	0.115	0.203	0.159	0.286	0.033	0.177	165	182	151	154	153	215
ris_low		chr4:HNRNPDL:t:82426129|4:82426129-82427189:-	HNRNPDL	chr4:HNRNPDL:t:82426129	t	82426129	4:82426129-82427189:-	4	82426129	82427189	-	154.2	0.286		0.29	0.005	-0.008		welch	0.7188425751739289	0.9760641995173178	0	0	0.311	0.248	0.308	0.359	0.118	0.298	161	214	185	156	68	141
ris_low		chr7:EIF3B:s:2379511|7:2379511-2380278:+	EIF3B	chr7:EIF3B:s:2379511	s	2379511	7:2379511-2380278:+	7	2379511	2380278	+	126.2	0.401		0.405	0.005	-0.063		welch	0.8967798958334754	0.9791561399089092	0	0	0.482	0.388	0.349	0.555	0.267	0.358	112	134	146	128	86	151
ris_low		chr5:TCOF1:t:150374616|5:150369602-150374616:+	TCOF1	chr5:TCOF1:t:150374616	t	150374616	5:150369602-150374616:+	5	150369602	150374616	+	106.0	0.182		0.187	0.005	-0.018		welch	0.8968087456533113	0.9791561399089092	0	0	0.2	0.235	0.14	0.219	0.0	0.314	65	115	178	137	71	70
ris_low		chr20:ERGIC3:s:35542941|20:35542941-35547411:+	ERGIC3	chr20:ERGIC3:s:35542941	s	35542941	20:35542941-35547411:+	20	35542941	35547411	+	107.7	0.91		0.915	0.005			welch	0.9803996516351071	0.9850351109808996	0	0	1.0	0.776	0.945	0.841	0.929	0.957	95	107	163	82	84	115
ris_low		chr6:GMNN:t:24777221|6:24775112-24777221:+	GMNN	chr6:GMNN:t:24777221	t	24777221	6:24775112-24777221:+	6	24775112	24777221	+	138.8	0.493		0.496	0.003	0.067		welch	0.5920291705649183	0.9646329354635802	0	0	0.364	0.517	0.556	0.38	0.651	0.584	107	201	142	179	43	161
ris_low		chr12:MYL6:t:56161386|12:56160320-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160320-56161386:+	12	56160320	56161386	+	175.2	0.499		0.502	0.003	0.05		welch	0.8251496484883298	0.9791561399089092	0	0	0.62	0.498	0.392	0.554	0.339	0.549	166	229	186	166	109	195
ris_low		chrX:NAA10:t:153932584|X:153932584-153933960:-	NAA10	chrX:NAA10:t:153932584	t	153932584	X:153932584-153933960:-	X	153932584	153933960	-	216.2	0.389		0.391	0.002	0.058		welch	0.790334723128027	0.9791561399089092	0	0	0.415	0.405	0.341	0.488	0.219	0.382	195	301	208	248	128	217
ris_low		chr16:HMOX2:t:4505483|16:4476487-4505483:+	HMOX2	chr16:HMOX2:t:4505483	t	4505483	16:4476487-4505483:+	16	4476487	4505483	+	100.5	0.795		0.797	0.002	-0.055		welch	0.9032793670376819	0.9793207423240172	0	0	0.647	0.856	0.903	0.741	0.938	0.767	119	125	93	112	64	90
ris_low		chrX:EOLA2:t:149937480|X:149937480-149938141:-	EOLA2	chrX:EOLA2:t:149937480	t	149937480	X:149937480-149938141:-	X	149937480	149938141	-	110.0	0.168		0.169	0.001	0.033		welch	0.81657348392164	0.9791561399089092	0	0	0.163	0.258	0.078	0.081	0.126	0.239	80	120	116	74	111	159
ris_low		chr8:SNHG6:s:66925436|8:66922392-66925436:-	SNHG6	chr8:SNHG6:s:66925436	s	66925436	8:66922392-66925436:-	8	66922392	66925436	-	254.2	0.312		0.312	-0.001	0.054		welch	0.8470585706656476	0.9791561399089092	0	0	0.236	0.287	0.426	0.305	0.422	0.267	195	439	230	223	135	303
ris_low		chr9:SURF2:t:133357710|9:133357068-133357710:+	SURF2	chr9:SURF2:t:133357710	t	133357710	9:133357068-133357710:+	9	133357068	133357710	+	148.0	0.815		0.814	-0.001	0.085		welch	0.8927438678207775	0.9791561399089092	0	0	0.856	0.802	0.789	0.712	0.739	0.959	146	217	133	125	119	148
ris_low		chrX:NAA10:t:153932584|X:153932584-153933942:-	NAA10	chrX:NAA10:t:153932584	t	153932584	X:153932584-153933942:-	X	153932584	153933942	-	216.2	0.611		0.609	-0.002	-0.058		welch	0.7903347231280261	0.9791561399089092	0	0	0.585	0.595	0.659	0.512	0.781	0.618	195	301	208	248	128	217
ris_low		chr22:EWSR1:s:29288786|22:29288786-29291561:+	EWSR1	chr22:EWSR1:s:29288786	s	29288786	22:29288786-29291561:+	22	29288786	29291561	+	214.8	0.464		0.462	-0.002	0.021		welch	0.9378738125378697	0.9813826720465214	0	0	0.407	0.549	0.435	0.568	0.383	0.421	209	235	276	190	120	259
ris_low		chr12:MYL6:t:56161386|12:56160670-56161386:+	MYL6	chr12:MYL6:t:56161386	t	56161386	12:56160670-56161386:+	12	56160670	56161386	+	175.2	0.501		0.498	-0.003	-0.05		welch	0.8251496484883294	0.9791561399089092	0	0	0.38	0.502	0.608	0.446	0.661	0.451	166	229	186	166	109	195
ris_low		chr8:SNHG6:s:66925436|8:66922725-66925436:-	SNHG6	chr8:SNHG6:s:66925436	s	66925436	8:66922725-66925436:-	8	66922725	66925436	-	254.2	0.683		0.679	-0.004	-0.054		welch	0.808035618352215	0.9791561399089092	0	0	0.764	0.711	0.561	0.695	0.556	0.723	195	439	230	223	135	303
ris_low		chr12:PAWR:s:79689728|12:79688465-79689728:-	PAWR	chr12:PAWR:s:79689728	s	79689728	12:79688465-79689728:-	12	79688465	79689728	-	123.5	0.056		0.051	-0.005	-0.002		welch	0.5929308919323759	0.9646329354635802	0	0	0.018	0.085	0.044	0.027	0.243	0.019	113	199	135	150	37	107
ris_low		chr4:HNRNPDL:t:82426129|4:82426129-82426462:-	HNRNPDL	chr4:HNRNPDL:t:82426129	t	82426129	4:82426129-82426462:-	4	82426129	82426462	-	154.2	0.714		0.71	-0.005	0.008		welch	0.7188425751739305	0.9760641995173178	0	0	0.689	0.752	0.692	0.641	0.882	0.702	161	214	185	156	68	141
ris_low		chr5:TCOF1:t:150374616|5:150374386-150374616:+	TCOF1	chr5:TCOF1:t:150374616	t	150374616	5:150374386-150374616:+	5	150374386	150374616	+	106.0	0.818		0.813	-0.005	0.018		welch	0.8968087456533098	0.9791561399089092	0	0	0.8	0.765	0.86	0.781	1.0	0.686	65	115	178	137	71	70
ris_low		chr5:TCOF1:s:150390023|5:150390023-150391956:+	TCOF1	chr5:TCOF1:s:150390023	s	150390023	5:150390023-150391956:+	5	150390023	150391956	+	110.2	0.671		0.666	-0.006	-0.06		welch	0.8082705340438194	0.9791561399089092	0	0	0.793	0.68	0.574	0.714	0.674	0.602	92	150	129	105	92	93
ris_low		chr8:CHCHD7:s:56211837|8:56211837-56214597:+	CHCHD7	chr8:CHCHD7:s:56211837	s	56211837	8:56211837-56214597:+	8	56211837	56214597	+	170.0	0.839		0.833	-0.006	0.014		welch	0.9449339878550317	0.9813826720465214	0	0	0.885	0.797	0.841	0.714	0.967	0.823	165	182	151	154	153	215
ris_low		chr6:HMGA1:t:34240736|6:34236963-34240736:+	HMGA1	chr6:HMGA1:t:34240736	t	34240736	6:34236963-34240736:+	6	34236963	34240736	+	134.5	0.161		0.155	-0.006	-0.029		welch	0.9209727400451885	0.9813826720465214	0	0	0.187	0.095	0.177	0.224	0.21	0.0	91	95	248	143	124	106
ris_low		chr6:LSM2:s:31806754|6:31798507-31806754:-	LSM2	chr6:LSM2:s:31806754	s	31806754	6:31798507-31806754:-	6	31798507	31806754	-	105.7	0.099		0.091	-0.008			welch	0.608511037728011	0.9646329354635802	0	0	0.214	0.0	0.139	0.128	0.0	0.101	70	129	115	149	72	99
ris_low		chr1:POLR3GL:t:145977482|1:145977152-145977482:+	POLR3GL	chr1:POLR3GL:t:145977482	t	145977482	1:145977152-145977482:+	1	145977152	145977482	+	151.2	0.601		0.593	-0.008	-0.053		welch	0.6254390162254329	0.9646329354635802	0	0	0.543	0.537	0.727	0.632	0.383	0.627	175	164	165	190	60	153
ris_low		chr19:CLASRP:s:45067594|19:45067594-45069065:+	CLASRP	chr19:CLASRP:s:45067594	s	45067594	19:45067594-45069065:+	19	45067594	45069065	+	156.5	0.087		0.078	-0.009	-0.025		welch	0.8060101442792481	0.9791561399089092	0	0	0.116	0.118	0.036	0.013	0.276	0.052	181	144	192	154	76	192
ris_low		chr6:HDDC2:t:125292909|6:125292909-125298713:-	HDDC2	chr6:HDDC2:t:125292909	t	125292909	6:125292909-125298713:-	6	125292909	125298713	-	132.5	0.229		0.22	-0.009	-0.046		welch	0.9320470073449181	0.9813826720465214	0	0	0.267	0.311	0.077	0.225	0.266	0.185	101	219	143	129	79	124
ris_low		chr16:ZNF598:t:2001191|16:2001191-2001591:-	ZNF598	chr16:ZNF598:t:2001191	t	2001191	16:2001191-2001591:-	16	2001191	2001591	-	161.3	0.221		0.21	-0.01	-0.008		welch	0.8158490618525229	0.9791561399089092	0	0	0.384	0.097	0.234	0.091	0.265	0.282	86	144	291	154	151	142
ris_low		chr3:THOC7:s:63863771|3:63839773-63863771:-	THOC7	chr3:THOC7:s:63863771	s	63863771	3:63839773-63863771:-	3	63839773	63863771	-	129.3	0.929		0.919	-0.01	0.023		welch	0.9473014813661228	0.9813826720465214	0	0	0.966	0.95	0.865	0.79	1.0	0.975	146	141	133	119	77	160
ris_low		chr12:PAWR:s:79689728|12:79621207-79689728:-	PAWR	chr12:PAWR:s:79689728	s	79689728	12:79621207-79689728:-	12	79621207	79689728	-	123.5	0.94		0.929	-0.011	0.002		welch	0.4732925443601491	0.9646329354635802	0	0	0.982	0.915	0.941	0.953	0.757	0.953	113	199	135	150	37	107
ris_low		chr21:SLX9:s:44967181|21:44967181-44973196:+	SLX9	chr21:SLX9:s:44967181	s	44967181	21:44967181-44973196:+	21	44967181	44973196	+	113.0	0.763		0.752	-0.011	0.015		welch	0.8628799359102703	0.9791561399089092	0	0	0.849	0.593	0.879	0.675	0.774	0.815	86	145	149	117	62	119
ris_low		chr11:MRPL48:t:73825707|11:73808350-73825707:+	MRPL48	chr11:MRPL48:t:73825707	t	73825707	11:73808350-73825707:+	11	73808350	73825707	+	105.3	0.794		0.782	-0.012	0.039		welch	0.7897480368726774	0.9791561399089092	0	0	0.8	0.848	0.739	0.592	1.0	0.91	105	145	153	98	20	111
ris_low		chr14:MRPL52:t:22830052|14:22829940-22830052:+	MRPL52	chr14:MRPL52:t:22830052	t	22830052	14:22829940-22830052:+	14	22829940	22830052	+	106.0	0.92		0.908	-0.012			welch	0.8249200956204438	0.9791561399089092	0	0	1.0	0.896	0.887	0.988	0.792	0.952	97	96	159	83	96	105
ris_low		chr6:GMNN:t:24777221|6:24775244-24777221:+	GMNN	chr6:GMNN:t:24777221	t	24777221	6:24775244-24777221:+	6	24775244	24777221	+	138.8	0.507		0.493	-0.013	-0.067		welch	0.5308535211394971	0.9646329354635802	0	0	0.636	0.483	0.444	0.603	0.349	0.41	107	201	142	179	43	161
ris_low		chr1:AURKAIP1:t:1374790|1:1374790-1375153:-	AURKAIP1	chr1:AURKAIP1:t:1374790	t	1374790	1:1374790-1375153:-	1	1374790	1375153	-	177.2	0.757		0.745	-0.013	0.03		welch	0.6586124449333146	0.9693309269035708	0	0	0.882	0.788	0.651	0.845	0.697	0.652	136	170	209	232	132	184
ris_low		chr16:VKORC1:s:31094556|16:31093421-31094556:-	VKORC1	chr16:VKORC1:s:31094556	s	31094556	16:31093421-31094556:-	16	31093421	31094556	-	174.7	0.623		0.61	-0.013	0.037		welch	0.9193796844804318	0.9813826720465214	0	0	0.599	0.765	0.488	0.632	0.53	0.659	162	183	162	204	164	173
ris_low		chr1:C1orf35:t:228103049|1:228103049-228103133:-	C1orf35	chr1:C1orf35:t:228103049	t	228103049	1:228103049-228103133:-	1	228103049	228103133	-	267.2	0.757		0.745	-0.013	-0.054		welch	0.9783313581670394	0.9850351109808996	0	0	0.69	0.725	0.853	0.785	0.834	0.654	332	258	320	270	151	272
ris_low		chr20:NOP56:s:2656214|20:2656214-2656400:+	NOP56	chr20:NOP56:s:2656214	s	2656214	20:2656214-2656400:+	20	2656214	2656400	+	115.0	0.807		0.792	-0.015	-0.001		welch	0.5817625847000988	0.9646329354635802	0	0	0.795	0.912	0.743	0.821	0.557	0.871	127	102	144	117	61	139
ris_low		chr12:TROAP:s:49324037|12:49324037-49324230:+	TROAP	chr12:TROAP:s:49324037	s	49324037	12:49324037-49324230:+	12	49324037	49324230	+	140.3	0.503		0.488	-0.015	0.004		welch	0.7130244148390886	0.9760641995173178	0	0	0.455	0.493	0.562	0.49	0.315	0.597	110	217	128	100	111	176
ris_low		chr6:MRPL18:t:159798051|6:159797518-159798051:+	MRPL18	chr6:MRPL18:t:159798051	t	159798051	6:159797518-159798051:+	6	159797518	159798051	+	121.0	0.945		0.93	-0.015	0.001		welch	0.7279396878827569	0.9791561399089092	0	0	0.929	1.0	0.92	1.0	0.758	0.993	112	109	162	113	95	135
ris_low		chr7:SSBP1:t:141739123|7:141738410-141739123:+	SSBP1	chr7:SSBP1:t:141739123	t	141739123	7:141738410-141739123:+	7	141738410	141739123	+	130.5	0.232		0.216	-0.016	0.007		welch	0.6209763458948562	0.9646329354635802	0	0	0.551	0.181	0.137	0.318	0.141	0.172	78	188	161	129	99	128
ris_low		chr12:MYL6:s:56160320|12:56160320-56160625:+	MYL6	chr12:MYL6:s:56160320	s	56160320	12:56160320-56160625:+	12	56160320	56160625	+	133.3	0.35		0.333	-0.016	-0.029		welch	0.9314294241855741	0.9813826720465214	0	0	0.189	0.409	0.421	0.348	0.403	0.291	127	193	126	141	62	151
