gene_id	symbol	min_over_methods_mean_log2cpm	rank
ENSG00000101365	IDH3B	6.9966	639
ENSG00000241360	PDXP	6.9959	640
ENSG00000277791	PSMB3	6.9957	641
ENSG00000234745	HLA-B	6.9955	642
ENSG00000180198	RCC1	6.9954	643
ENSG00000067064	IDI1	6.9944	644
ENSG00000130713	EXOSC2	6.9928	645
ENSG00000166986	MARS1	6.9927	646
ENSG00000131828	PDHA1	6.9926	647
ENSG00000105447	GRWD1	6.9911	648
ENSG00000102225	CDK16	6.9887	649
ENSG00000198668	CALM1	6.9878	650
ENSG00000137076	TLN1	6.9876	651
ENSG00000103257	SLC7A5	6.9866	652
ENSG00000103423	DNAJA3	6.9864	653
ENSG00000141867	BRD4	6.9836	654
ENSG00000185551	NR2F2	6.9833	655
ENSG00000143368	SF3B4	6.983	656
ENSG00000182768	NGRN	6.9764	657
ENSG00000013374	NUB1	6.9764	658
ENSG00000013275	PSMC4	6.9757	659
ENSG00000108671	PSMD11	6.9747	660
ENSG00000119969	HELLS	6.9742	661
ENSG00000114850	SSR3	6.9724	662
ENSG00000143624	INTS3	6.9716	663
ENSG00000115758	ODC1	6.9711	664
ENSG00000122786	CALD1	6.9708	665
ENSG00000014138	POLA2	6.9705	666
ENSG00000187840	EIF4EBP1	6.9673	667
ENSG00000205352	PRR13	6.9665	668
ENSG00000103035	PSMD7	6.9651	669
ENSG00000122952	ZWINT	6.9651	670
ENSG00000141456	PELP1	6.9648	671
ENSG00000007080	CCDC124	6.9648	672
ENSG00000168439	STIP1	6.9558	673
ENSG00000064607	SUGP2	6.9554	674
ENSG00000168159	RNF187	6.9532	675
ENSG00000038358	EDC4	6.9531	676
ENSG00000175203	DCTN2	6.9517	677
ENSG00000167965	MLST8	6.9514	678
ENSG00000151503	NCAPD3	6.9498	679
ENSG00000145220	LYAR	6.9498	680
ENSG00000165688	PMPCA	6.9475	681
ENSG00000135387	CAPRIN1	6.9465	682
ENSG00000280789	PAGR1	6.9444	683
ENSG00000143570	SLC39A1	6.9419	684
ENSG00000167552	TUBA1A	6.9407	685
ENSG00000102178	UBL4A	6.9389	686
ENSG00000136485	DCAF7	6.9389	687
ENSG00000143294	PRCC	6.9386	688
ENSG00000135069	PSAT1	6.9384	689
ENSG00000136271	DDX56	6.9379	690
ENSG00000183337	BCOR	6.9373	691
ENSG00000105700	KXD1	6.9321	692
ENSG00000178921	PFAS	6.9319	693
ENSG00000103502	CDIPT	6.9288	694
ENSG00000213585	VDAC1	6.9286	695
ENSG00000104980	TIMM44	6.9286	696
ENSG00000110321	EIF4G2	6.9254	697
ENSG00000111142	METAP2	6.9242	698
ENSG00000122359	ANXA11	6.924	699
ENSG00000073111	MCM2	6.9236	700
ENSG00000147123	NDUFB11	6.923	701
ENSG00000086061	DNAJA1	6.9226	702
ENSG00000188976	NOC2L	6.9212	703
ENSG00000152082	MZT2B	6.9206	704
ENSG00000160049	DFFA	6.9205	705
ENSG00000100075	SLC25A1	6.9204	706
ENSG00000131051	RBM39	6.9192	707
ENSG00000160299	PCNT	6.9189	708
ENSG00000156709	AIFM1	6.9186	709
ENSG00000135821	GLUL	6.9181	710
ENSG00000136709	WDR33	6.9174	711
ENSG00000164054	SHISA5	6.9157	712
ENSG00000070010	UFD1	6.9134	713
ENSG00000131475	VPS25	6.9079	714
ENSG00000198231	DDX42	6.9073	715
ENSG00000116521	SCAMP3	6.9063	716
ENSG00000167460	TPM4	6.9054	717
ENSG00000077235	GTF3C1	6.9043	718
ENSG00000127445	PIN1	6.9041	719
ENSG00000163930	BAP1	6.9039	720
ENSG00000182307	C8orf33	6.9027	721
ENSG00000001497	LAS1L	6.9013	722
ENSG00000071564	TCF3	6.9008	723
ENSG00000113649	TCERG1	6.8999	724
ENSG00000179195	ZNF664	6.8997	725
ENSG00000143179	UCK2	6.8995	726
ENSG00000106348	IMPDH1	6.898	727
ENSG00000167775	CD320	6.8955	728
ENSG00000161179	YDJC	6.8953	729
ENSG00000131626	PPFIA1	6.8943	730
ENSG00000137337	MDC1	6.8935	731
ENSG00000114302	PRKAR2A	6.893	732
ENSG00000127540	UQCR11	6.8907	733
ENSG00000257103	LSM14A	6.8887	734
ENSG00000175390	EIF3F	6.8872	735
ENSG00000175931	UBE2O	6.8853	736
ENSG00000176393	RNPEP	6.885	737
ENSG00000178802	MPI	6.8816	738
ENSG00000164346	NSA2	6.8815	739
ENSG00000160214	RRP1	6.8814	740
ENSG00000109685	NSD2	6.8746	741
ENSG00000100591	AHSA1	6.8745	742
ENSG00000197785	ATAD3A	6.8716	743
ENSG00000177030	DEAF1	6.8708	744
ENSG00000141759	TXNL4A	6.8702	745
ENSG00000172922	RNASEH2C	6.8656	746
ENSG00000148843	PDCD11	6.8639	747
ENSG00000120438	TCP1	6.8632	748
ENSG00000109519	GRPEL1	6.8626	749
ENSG00000183431	SF3A3	6.8567	750
ENSG00000133030	MPRIP	6.8554	751
ENSG00000158417	EIF5B	6.8542	752
ENSG00000117450	PRDX1	6.8535	753
ENSG00000118705	RPN2	6.8525	754
ENSG00000163950	SLBP	6.8496	755
ENSG00000091527	CDV3	6.8491	756
ENSG00000106028	SSBP1	6.849	757
ENSG00000157954	WIPI2	6.8484	758
ENSG00000134287	ARF3	6.8465	759
ENSG00000159210	SNF8	6.8454	760
ENSG00000205250	E2F4	6.8449	761
ENSG00000185164	NOMO2	6.8423	762
ENSG00000140350	ANP32A	6.841	763
ENSG00000176619	LMNB2	6.8395	764
ENSG00000178252	WDR6	6.8365	765
ENSG00000164091	WDR82	6.8303	766
ENSG00000107959	PITRM1	6.8283	767
ENSG00000139579	NABP2	6.826	768
ENSG00000173786	CNP	6.8258	769
ENSG00000099991	CABIN1	6.8245	770
ENSG00000078369	GNB1	6.8225	771
ENSG00000136279	DBNL	6.8218	772
ENSG00000116237	ICMT	6.8217	773
ENSG00000101220	ADISSP	6.816	774
ENSG00000104979	C19orf53	6.8155	775
ENSG00000123933	MXD4	6.8153	776
ENSG00000109111	SUPT6H	6.8152	777
ENSG00000165733	BMS1	6.8146	778
ENSG00000168137	SETD5	6.8135	779
ENSG00000135940	COX5B	6.8134	780
ENSG00000141510	TP53	6.8127	781
ENSG00000124831	LRRFIP1	6.811	782
ENSG00000178999	AURKB	6.8058	783
ENSG00000084774	CAD	6.8055	784
ENSG00000178988	MRFAP1L1	6.8041	785
ENSG00000106803	SEC61B	6.8026	786
ENSG00000177084	POLE	6.8015	787
ENSG00000164683	HEY1	6.8014	788
ENSG00000129347	KRI1	6.8004	789
ENSG00000110917	MLEC	6.7975	790
ENSG00000136699	SMPD4	6.7942	791
ENSG00000116857	TMEM9	6.7921	792
ENSG00000163159	VPS72	6.7917	793
ENSG00000117118	SDHB	6.7912	794
ENSG00000169756	LIMS1	6.791	795
ENSG00000062822	POLD1	6.7907	796
ENSG00000089248	ERP29	6.7904	797
ENSG00000142186	SCYL1	6.7904	798
ENSG00000105676	ARMC6	6.7893	799
ENSG00000069849	ATP1B3	6.7877	800
ENSG00000106344	RBM28	6.7873	801
ENSG00000100504	PYGL	6.7842	802
ENSG00000169738	DCXR	6.7836	803
ENSG00000162517	PEF1	6.783	804
ENSG00000167721	TSR1	6.7826	805
ENSG00000120533	ENY2	6.7803	806
ENSG00000130332	LSM7	6.7796	807
ENSG00000139613	SMARCC2	6.7791	808
ENSG00000054598	FOXC1	6.777	809
ENSG00000174903	RAB1B	6.7755	810
ENSG00000084090	STARD7	6.7745	811
ENSG00000215301	DDX3X	6.7723	812
ENSG00000163812	ZDHHC3	6.7712	813
ENSG00000175756	AURKAIP1	6.7679	814
ENSG00000213619	NDUFS3	6.7674	815
ENSG00000160014	CALM3	6.7658	816
ENSG00000145494	NDUFS6	6.7653	817
ENSG00000102103	PQBP1	6.7618	818
ENSG00000124214	STAU1	6.7609	819
ENSG00000125648	SLC25A23	6.7602	820
ENSG00000247077	PGAM5	6.7602	821
ENSG00000126777	KTN1	6.7584	822
ENSG00000037757	MRI1	6.7573	823
ENSG00000130254	SAFB2	6.755	824
ENSG00000084463	WBP11	6.7515	825
ENSG00000141543	EIF4A3	6.7511	826
ENSG00000129250	KIF1C	6.751	827
ENSG00000270647	TAF15	6.7496	828
ENSG00000160710	ADAR	6.7472	829
ENSG00000168924	LETM1	6.7448	830
ENSG00000125656	CLPP	6.7415	831
ENSG00000168496	FEN1	6.7395	832
ENSG00000051620	HEBP2	6.7394	833
ENSG00000144231	POLR2D	6.7375	834
ENSG00000173692	PSMD1	6.7346	835
ENSG00000180900	SCRIB	6.7338	836
ENSG00000048828	FAM120A	6.7309	837
ENSG00000239306	RBM14	6.7306	838
ENSG00000148337	CIZ1	6.7301	839
ENSG00000160221	GATD3	6.7285	840
ENSG00000151366	NDUFC2	6.7282	841
ENSG00000176890	TYMS	6.7259	842
ENSG00000135372	NAT10	6.7257	843
ENSG00000183527	PSMG1	6.7253	844
ENSG00000160294	MCM3AP	6.725	845
ENSG00000101294	HM13	6.7187	846
ENSG00000168385	SEPTIN2	6.717	847
ENSG00000075151	EIF4G3	6.7169	848
ENSG00000257727	CNPY2	6.7135	849
ENSG00000134186	PRPF38B	6.7118	850
ENSG00000110717	NDUFS8	6.7099	851
ENSG00000103550	KNOP1	6.7098	852
ENSG00000133895	MEN1	6.7065	853
ENSG00000118816	CCNI	6.7047	854
ENSG00000004779	NDUFAB1	6.7043	855
ENSG00000074696	HACD3	6.7023	856
ENSG00000113407	TARS1	6.7014	857
ENSG00000172336	POP7	6.6999	858
ENSG00000175334	BANF1	6.6988	859
ENSG00000092853	CLSPN	6.6988	860
ENSG00000259956	RBM15B	6.6982	861
ENSG00000204569	PPP1R10	6.6965	862
ENSG00000182670	TTC3	6.6937	863
ENSG00000122034	GTF3A	6.6933	864
ENSG00000126768	TIMM17B	6.6929	865
ENSG00000108179	PPIF	6.6919	866
ENSG00000198730	CTR9	6.6917	867
ENSG00000141985	SH3GL1	6.6909	868
ENSG00000170606	HSPA4	6.6902	869
ENSG00000135930	EIF4E2	6.6887	870
ENSG00000117592	PRDX6	6.6887	871
ENSG00000134779	TPGS2	6.6875	872
ENSG00000023191	RNH1	6.6872	873
ENSG00000204120	GIGYF2	6.6853	874
ENSG00000131446	MGAT1	6.6838	875
ENSG00000196924	FLNA	6.6837	876
ENSG00000071894	CPSF1	6.6833	877
ENSG00000160072	ATAD3B	6.683	878
ENSG00000204356	NELFE	6.6821	879
ENSG00000100888	CHD8	6.6816	880
ENSG00000124766	SOX4	6.6803	881
ENSG00000167258	CDK12	6.6778	882
ENSG00000272325	NUDT3	6.6776	883
ENSG00000105677	TMEM147	6.6768	884
ENSG00000088930	XRN2	6.6764	885
ENSG00000137106	GRHPR	6.6761	886
ENSG00000105058	FAM32A	6.6757	887
ENSG00000167513	CDT1	6.6747	888
ENSG00000106636	YKT6	6.6731	889
ENSG00000140105	WARS1	6.6729	890
ENSG00000187147	RNF220	6.6713	891
ENSG00000112514	CUTA	6.6713	892
ENSG00000131467	PSME3	6.6672	893
ENSG00000135052	GOLM1	6.6669	894
ENSG00000198431	TXNRD1	6.6665	895
ENSG00000176101	SSNA1	6.6655	896
ENSG00000162613	FUBP1	6.6646	897
ENSG00000184220	CMSS1	6.6645	898
ENSG00000164985	PSIP1	6.6639	899
ENSG00000113141	IK	6.6637	900
ENSG00000138071	ACTR2	6.6629	901
ENSG00000126088	UROD	6.6614	902
ENSG00000112335	SNX3	6.6611	903
ENSG00000165716	DIPK1B	6.6605	904
ENSG00000109534	GAR1	6.6602	905
ENSG00000185122	HSF1	6.6602	906
ENSG00000010244	ZNF207	6.6595	907
ENSG00000179632	MAF1	6.6582	908
ENSG00000124733	MEA1	6.6575	909
ENSG00000116030	SUMO1	6.6548	910
ENSG00000090266	NDUFB2	6.6526	911
ENSG00000161013	MGAT4B	6.6515	912
ENSG00000111361	EIF2B1	6.6493	913
ENSG00000149923	PPP4C	6.6492	914
ENSG00000083896	YTHDC1	6.6485	915
ENSG00000198700	IPO9	6.6479	916
ENSG00000101266	CSNK2A1	6.6461	917
ENSG00000164880	INTS1	6.646	918
ENSG00000111206	FOXM1	6.6447	919
ENSG00000121579	NAA50	6.6433	920
ENSG00000111641	NOP2	6.6432	921
ENSG00000125356	NDUFA1	6.6428	922
ENSG00000125651	GTF2F1	6.6425	923
ENSG00000163050	COQ8A	6.6368	924
ENSG00000163444	TMEM183A	6.6337	925
ENSG00000105669	COPE	6.6313	926
ENSG00000090372	STRN4	6.6299	927
ENSG00000106554	CHCHD3	6.6291	928
ENSG00000102316	MAGED2	6.6287	929
ENSG00000147224	PRPS1	6.6285	930
ENSG00000242028	HYPK	6.627	931
ENSG00000133275	CSNK1G2	6.6263	932
ENSG00000100350	FOXRED2	6.6252	933
ENSG00000146066	HIGD2A	6.625	934
ENSG00000196504	PRPF40A	6.6241	935
ENSG00000101966	XIAP	6.6232	936
ENSG00000089154	GCN1	6.6217	937
ENSG00000111328	CDK2AP1	6.6211	938
ENSG00000029725	RABEP1	6.621	939
ENSG00000131100	ATP6V1E1	6.6195	940
ENSG00000125351	UPF3B	6.6193	941
ENSG00000137285	TUBB2B	6.6183	942
ENSG00000084652	TXLNA	6.6177	943
ENSG00000175826	CTDNEP1	6.617	944
ENSG00000160767	ENTREP3	6.6141	945
ENSG00000124222	STX16	6.6132	946
ENSG00000077549	CAPZB	6.611	947
ENSG00000114650	SCAP	6.6109	948
ENSG00000197694	SPTAN1	6.6105	949
ENSG00000187778	MCRS1	6.6067	950
ENSG00000136718	IMP4	6.6059	951
ENSG00000167461	RAB8A	6.6057	952
ENSG00000064393	HIPK2	6.6049	953
ENSG00000136997	MYC	6.6038	954
ENSG00000159079	CFAP298	6.6034	955
ENSG00000069482	GAL	6.6031	956
ENSG00000130414	NDUFA10	6.6018	957
ENSG00000159228	CBR1	6.6012	958
ENSG00000118058	KMT2A	6.6009	959
ENSG00000105393	BABAM1	6.5998	960
ENSG00000017797	RALBP1	6.5982	961
ENSG00000184863	RBM33	6.5973	962
ENSG00000011007	ELOA	6.596	963
ENSG00000141551	CSNK1D	6.5931	964
ENSG00000088833	NSFL1C	6.592	965
ENSG00000179134	SAMD4B	6.5915	966
ENSG00000168036	CTNNB1	6.59	967
ENSG00000197226	TBC1D9B	6.5891	968
ENSG00000099875	MKNK2	6.5885	969
ENSG00000113712	CSNK1A1	6.5874	970
ENSG00000146670	CDCA5	6.5862	971
ENSG00000064961	HMG20B	6.5862	972
ENSG00000072958	AP1M1	6.5854	973
ENSG00000100664	EIF5	6.5841	974
ENSG00000141002	TCF25	6.5837	975
ENSG00000117362	APH1A	6.5816	976
ENSG00000183255	PTTG1IP	6.5809	977
ENSG00000136819	C9orf78	6.5807	978
ENSG00000173171	MTX1	6.5781	979
ENSG00000137776	SLTM	6.5781	980
ENSG00000137815	RTF1	6.578	981
ENSG00000147155	EBP	6.577	982
ENSG00000177700	POLR2L	6.5769	983
ENSG00000162191	UBXN1	6.5765	984
ENSG00000152234	ATP5F1A	6.576	985
ENSG00000095906	NUBP2	6.5742	986
ENSG00000110108	TMEM109	6.574	987
ENSG00000170027	YWHAG	6.574	988
ENSG00000108592	FTSJ3	6.5736	989
ENSG00000171720	HDAC3	6.5723	990
ENSG00000168393	DTYMK	6.5716	991
ENSG00000091651	ORC6	6.5714	992
ENSG00000175063	UBE2C	6.5685	993
ENSG00000103653	CSK	6.5676	994
ENSG00000148606	POLR3A	6.564	995
ENSG00000099284	MACROH2A2	6.5622	996
ENSG00000100325	ASCC2	6.5619	997
ENSG00000088256	GNA11	6.5618	998
ENSG00000169057	MECP2	6.5614	999
ENSG00000068120	COASY	6.5607	1000
ENSG00000164062	APEH	6.5599	1001
ENSG00000115234	SNX17	6.556	1002
ENSG00000128731	HERC2	6.5541	1003
ENSG00000006625	GGCT	6.5537	1004
ENSG00000099899	TRMT2A	6.5532	1005
ENSG00000119421	NDUFA8	6.5529	1006
ENSG00000140365	COMMD4	6.5524	1007
ENSG00000124226	RNF114	6.5522	1008
ENSG00000221978	CCNL2	6.5513	1009
ENSG00000125970	RALY	6.5511	1010
ENSG00000131747	TOP2A	6.5508	1011
ENSG00000144635	DYNC1LI1	6.549	1012
ENSG00000079246	XRCC5	6.5488	1013
ENSG00000130165	ELOF1	6.5475	1014
ENSG00000100347	SAMM50	6.5463	1015
ENSG00000107862	GBF1	6.5459	1016
ENSG00000239264	TXNDC5	6.5458	1017
ENSG00000164778	EN2	6.5452	1018
ENSG00000092201	SUPT16H	6.5429	1019
ENSG00000010292	NCAPD2	6.5418	1020
ENSG00000103342	GSPT1	6.5415	1021
ENSG00000161981	SNRNP25	6.5407	1022
ENSG00000164045	CDC25A	6.54	1023
ENSG00000133028	SCO1	6.5396	1024
ENSG00000102974	CTCF	6.5395	1025
ENSG00000181026	AEN	6.5393	1026
ENSG00000175029	CTBP2	6.5387	1027
ENSG00000100014	SPECC1L	6.5387	1028
ENSG00000138629	UBL7	6.5378	1029
ENSG00000135506	OS9	6.5377	1030
ENSG00000108349	CASC3	6.5365	1031
ENSG00000154582	ELOC	6.5351	1032
ENSG00000067829	IDH3G	6.5345	1033
ENSG00000009335	UBE3C	6.5342	1034
ENSG00000137497	NUMA1	6.5319	1035
ENSG00000070423	RNF126	6.5319	1036
ENSG00000170445	HARS1	6.5281	1037
ENSG00000145050	MANF	6.528	1038
ENSG00000075218	GTSE1	6.5278	1039
ENSG00000120742	SERP1	6.5273	1040
ENSG00000177963	RIC8A	6.5269	1041
ENSG00000182087	TMEM259	6.5249	1042
ENSG00000228474	OST4	6.5243	1043
ENSG00000065268	WDR18	6.5242	1044
ENSG00000184983	NDUFA6	6.5215	1045
ENSG00000120254	MTHFD1L	6.5213	1046
ENSG00000164924	YWHAZ	6.5209	1047
ENSG00000136758	YME1L1	6.5209	1048
ENSG00000114902	SPCS1	6.5178	1049
ENSG00000100764	PSMC1	6.5162	1050
ENSG00000125912	NCLN	6.5161	1051
ENSG00000004534	RBM6	6.5142	1052
ENSG00000150779	TIMM8B	6.5137	1053
ENSG00000068654	POLR1A	6.5136	1054
ENSG00000213551	DNAJC9	6.5131	1055
ENSG00000160688	FLAD1	6.5124	1056
ENSG00000007376	RPUSD1	6.5118	1057
ENSG00000186716	BCR	6.5109	1058
ENSG00000219200	RNASEK	6.5103	1059
ENSG00000070770	CSNK2A2	6.5102	1060
ENSG00000124299	PEPD	6.5096	1061
ENSG00000121067	SPOP	6.5082	1062
ENSG00000125931	CITED1	6.5068	1063
ENSG00000169217	CD2BP2	6.5068	1064
ENSG00000071054	MAP4K4	6.5034	1065
ENSG00000184990	SIVA1	6.5032	1066
ENSG00000101161	PRPF6	6.4987	1067
ENSG00000119487	MAPKAP1	6.4984	1068
ENSG00000106305	AIMP2	6.498	1069
ENSG00000167112	TRUB2	6.498	1070
ENSG00000010810	FYN	6.4974	1071
ENSG00000204138	PHACTR4	6.4965	1072
ENSG00000157916	RER1	6.496	1073
ENSG00000168291	PDHB	6.4958	1074
ENSG00000168906	MAT2A	6.4954	1075
ENSG00000156515	HK1	6.495	1076
ENSG00000148229	POLE3	6.4942	1077
ENSG00000184752	NDUFA12	6.4942	1078
ENSG00000253293	HOXA10	6.4935	1079
ENSG00000003756	RBM5	6.4934	1080
ENSG00000162704	ARPC5	6.4929	1081
ENSG00000181924	COA4	6.4929	1082
ENSG00000230124	ACBD6	6.4916	1083
ENSG00000196683	TOMM7	6.4916	1084
ENSG00000257218	GATC	6.491	1085
ENSG00000165637	VDAC2	6.491	1086
ENSG00000166847	DCTN5	6.491	1087
ENSG00000167283	ATP5MG	6.491	1088
ENSG00000211460	TSN	6.4899	1089
ENSG00000100320	RBFOX2	6.4896	1090
ENSG00000067704	IARS2	6.4886	1091
ENSG00000100462	PRMT5	6.4886	1092
ENSG00000214022	REPIN1	6.4878	1093
ENSG00000110075	PPP6R3	6.4868	1094
ENSG00000161999	JMJD8	6.4861	1095
ENSG00000163882	POLR2H	6.485	1096
ENSG00000078618	NRDC	6.4835	1097
ENSG00000131016	AKAP12	6.4827	1098
ENSG00000141965	FEM1A	6.4816	1099
ENSG00000131504	DIAPH1	6.4807	1100
ENSG00000103187	COTL1	6.4806	1101
ENSG00000072110	ACTN1	6.4806	1102
ENSG00000272391	POM121C	6.4801	1103
ENSG00000100219	XBP1	6.4785	1104
ENSG00000107404	DVL1	6.4783	1105
ENSG00000108468	CBX1	6.477	1106
ENSG00000175727	MLXIP	6.476	1107
ENSG00000142949	PTPRF	6.4757	1108
ENSG00000105671	DDX49	6.4756	1109
ENSG00000168710	AHCYL1	6.4756	1110
ENSG00000174243	DDX23	6.4749	1111
ENSG00000178057	NDUFAF3	6.4743	1112
ENSG00000292358	GTPBP6	6.4741	1113
ENSG00000139746	RBM26	6.4706	1114
ENSG00000122203	KIAA1191	6.4701	1115
ENSG00000187735	TCEA1	6.4684	1116
ENSG00000136628	EPRS1	6.467	1117
ENSG00000140553	UNC45A	6.4654	1118
ENSG00000088888	MAVS	6.4642	1119
ENSG00000132471	WBP2	6.464	1120
ENSG00000116871	MAP7D1	6.4636	1121
ENSG00000103197	TSC2	6.4633	1122
ENSG00000139514	SLC7A1	6.4632	1123
ENSG00000204590	GNL1	6.4622	1124
ENSG00000100418	DESI1	6.4613	1125
ENSG00000165264	NDUFB6	6.4612	1126
ENSG00000155368	DBI	6.4607	1127
ENSG00000111832	RWDD1	6.457	1128
ENSG00000167173	C15orf39	6.456	1129
ENSG00000095380	NANS	6.4552	1130
ENSG00000105254	TBCB	6.4538	1131
ENSG00000116688	MFN2	6.4532	1132
ENSG00000168256	NKIRAS2	6.4531	1133
ENSG00000163463	KRTCAP2	6.453	1134
ENSG00000099624	ATP5F1D	6.4526	1135
ENSG00000161654	LSM12	6.4506	1136
ENSG00000100568	VTI1B	6.4492	1137
ENSG00000126012	KDM5C	6.4487	1138
ENSG00000156990	RPUSD3	6.4485	1139
ENSG00000117318	ID3	6.4477	1140
ENSG00000169020	ATP5ME	6.447	1141
ENSG00000068489	PRR11	6.4464	1142
ENSG00000184992	BRI3BP	6.4454	1143
ENSG00000170035	UBE2E3	6.4428	1144
ENSG00000126214	KLC1	6.4419	1145
ENSG00000160209	PDXK	6.4409	1146
ENSG00000087274	ADD1	6.4396	1147
ENSG00000170291	ELP5	6.4364	1148
ENSG00000173039	RELA	6.4356	1149
ENSG00000140943	MBTPS1	6.4343	1150
ENSG00000255302	EID1	6.4342	1151
ENSG00000085872	CHERP	6.4289	1152
ENSG00000197879	MYO1C	6.425	1153
ENSG00000074842	MYDGF	6.424	1154
ENSG00000160803	UBQLN4	6.4227	1155
ENSG00000116918	TSNAX	6.4223	1156
ENSG00000111602	TIMELESS	6.4221	1157
ENSG00000310517	CAST	6.4217	1158
ENSG00000128951	DUT	6.4213	1159
ENSG00000143740	SNAP47	6.4202	1160
ENSG00000275700	AATF	6.4194	1161
ENSG00000100416	TRMU	6.419	1162
ENSG00000125877	ITPA	6.4184	1163
ENSG00000176953	NFATC2IP	6.4181	1164
ENSG00000180964	TCEAL8	6.4157	1165
ENSG00000054148	PHPT1	6.4123	1166
ENSG00000204310	AGPAT1	6.4122	1167
ENSG00000159259	CHAF1B	6.4109	1168
ENSG00000145907	G3BP1	6.4094	1169
ENSG00000149485	FADS1	6.4084	1170
ENSG00000048162	NOP16	6.4083	1171
ENSG00000256269	HMBS	6.4072	1172
ENSG00000100227	POLDIP3	6.4067	1173
ENSG00000132182	NUP210	6.4062	1174
ENSG00000239857	GET4	6.4045	1175
ENSG00000103769	RAB11A	6.4001	1176
ENSG00000109917	ZPR1	6.4	1177
ENSG00000136875	PRPF4	6.3979	1178
ENSG00000153774	CFDP1	6.397	1179
ENSG00000182512	GLRX5	6.3961	1180
ENSG00000182446	NPLOC4	6.3956	1181
ENSG00000170265	ZNF282	6.3924	1182
ENSG00000081692	JMJD4	6.3913	1183
ENSG00000141101	NOB1	6.388	1184
ENSG00000063322	MED29	6.3863	1185
ENSG00000140983	RHOT2	6.3862	1186
ENSG00000101439	CST3	6.386	1187
ENSG00000154473	BUB3	6.3855	1188
ENSG00000158195	WASF2	6.3849	1189
ENSG00000177082	WDR73	6.3848	1190
ENSG00000148334	PTGES2	6.3836	1191
ENSG00000172009	THOP1	6.3833	1192
ENSG00000156471	PTDSS1	6.3822	1193
ENSG00000142546	NOSIP	6.3808	1194
ENSG00000175416	CLTB	6.3807	1195
ENSG00000145919	BOD1	6.3805	1196
ENSG00000213465	ARL2	6.3795	1197
ENSG00000120253	NUP43	6.3781	1198
ENSG00000185627	PSMD13	6.3769	1199
ENSG00000130382	MLLT1	6.3768	1200
ENSG00000170759	KIF5B	6.3767	1201
ENSG00000105821	DNAJC2	6.3762	1202
ENSG00000071127	WDR1	6.3742	1203
ENSG00000154370	TRIM11	6.3738	1204
ENSG00000130766	SESN2	6.3736	1205
ENSG00000044115	CTNNA1	6.373	1206
ENSG00000169689	CENPX	6.3722	1207
ENSG00000123080	CDKN2C	6.3696	1208
ENSG00000197170	PSMD12	6.3694	1209
ENSG00000058600	POLR3E	6.3691	1210
ENSG00000169635	HIC2	6.3683	1211
ENSG00000138385	SSB	6.3679	1212
ENSG00000112658	SRF	6.3669	1213
ENSG00000137312	FLOT1	6.3649	1214
ENSG00000069998	HDHD5	6.3648	1215
ENSG00000113068	PFDN1	6.3643	1216
ENSG00000171130	ATP6V0E2	6.3621	1217
ENSG00000161980	POLR3K	6.3612	1218
ENSG00000172775	PSME3IP1	6.3603	1219
ENSG00000146834	MEPCE	6.3603	1220
ENSG00000165689	ENTR1	6.3601	1221
ENSG00000105402	NAPA	6.3573	1222
ENSG00000115286	NDUFS7	6.3572	1223
ENSG00000115524	SF3B1	6.3566	1224
ENSG00000146109	ABT1	6.3564	1225
ENSG00000078140	UBE2K	6.3548	1226
ENSG00000162063	CCNF	6.3546	1227
ENSG00000091542	ALKBH5	6.3534	1228
ENSG00000155115	GTF3C6	6.3533	1229
ENSG00000011275	RNF216	6.3528	1230
ENSG00000097021	ACOT7	6.3525	1231
ENSG00000180817	PPA1	6.351	1232
ENSG00000110987	BCL7A	6.3504	1233
ENSG00000136026	CKAP4	6.3495	1234
ENSG00000204371	EHMT2	6.3466	1235
ENSG00000141556	TBCD	6.3462	1236
ENSG00000159199	ATP5MC1	6.3458	1237
ENSG00000197912	SPG7	6.3446	1238
ENSG00000084693	AGBL5	6.342	1239
ENSG00000114354	TFG	6.3413	1240
ENSG00000142453	CARM1	6.3404	1241
ENSG00000178127	NDUFV2	6.3402	1242
ENSG00000174851	YIF1A	6.3396	1243
ENSG00000055130	CUL1	6.3343	1244
ENSG00000165527	ARF6	6.3341	1245
ENSG00000047410	TPR	6.3331	1246
ENSG00000131236	CAP1	6.3331	1247
ENSG00000159720	ATP6V0D1	6.333	1248
ENSG00000146540	C7orf50	6.3327	1249
ENSG00000055070	SZRD1	6.3319	1250
ENSG00000106615	RHEB	6.3299	1251
ENSG00000160714	UBE2Q1	6.3295	1252
ENSG00000101199	ARFGAP1	6.3282	1253
ENSG00000125971	DYNLRB1	6.3279	1254
ENSG00000167962	ZNF598	6.3277	1255
ENSG00000141385	AFG3L2	6.3271	1256
ENSG00000120727	PAIP2	6.3263	1257
ENSG00000108344	PSMD3	6.3253	1258
ENSG00000101367	MAPRE1	6.324	1259
ENSG00000113758	DBN1	6.3237	1260
ENSG00000185359	HGS	6.323	1261
ENSG00000242114	MTFP1	6.3209	1262
ENSG00000120948	TARDBP	6.3182	1263
ENSG00000131778	CHD1L	6.3181	1264
ENSG00000181090	EHMT1	6.3174	1265
ENSG00000022277	RTF2	6.3171	1266
ENSG00000086475	SEPHS1	6.3171	1267
ENSG00000115685	PPP1R7	6.317	1268
ENSG00000141552	ANAPC11	6.3169	1269
