chrom	intron_start_0based	intron_end	strand
19	14407824	14407907	+
19	14407972	14408437	-
19	14408009	14408069	+
19	14408009	14408091	+
19	14408009	14408099	+
19	14408009	14408487	+
19	14408069	14408516	+
19	14408152	14408413	-
19	14408872	14409302	-
19	14408872	14410268	-
19	14408872	14411477	-
19	14408872	14411536	-
19	14408872	14419295	-
19	14408944	14409036	-
19	14408952	14409036	-
19	14408976	14409036	-
19	14409094	14409302	-
19	14409124	14409302	-
19	14409153	14409302	-
19	14409184	14409302	-
19	14409428	14409535	-
19	14409447	14409535	-
19	14409447	14409741	-
19	14409447	14410215	-
19	14409627	14409741	-
19	14409645	14409741	-
19	14409645	14410215	-
19	14409864	14411505	-
19	14409873	14410215	-
19	14409873	14410988	-
19	14409873	14411505	-
19	14409981	14410215	-
19	14409984	14410215	-
19	14410314	14410874	-
19	14410334	14410420	-
19	14410334	14410443	-
19	14410334	14410547	-
19	14410334	14410988	-
19	14410334	14411505	-
19	14410605	14410988	-
19	14410623	14410988	-
19	14411136	14411505	-
19	14411139	14411505	-
19	14411172	14411391	-
19	14411172	14411505	-
19	14411243	14411505	-
19	14411278	14411505	-
19	14411337	14411505	-
19	14411553	14412550	-
19	14411598	14412360	-
19	14411598	14412550	-
19	14411598	14412620	-
19	14411598	14412740	-
19	14411598	14412917	-
19	14411598	14413012	-
19	14411598	14419269	-
19	14412619	14413012	-
19	14412625	14412655	-
19	14412655	14413049	-
19	14412673	14413012	-
19	14412673	14419269	-
19	14412678	14412806	-
19	14412678	14412917	-
19	14412678	14412980	-
19	14412678	14413012	-
19	14412678	14419269	-
19	14412711	14413012	-
19	14412814	14412917	-
19	14412814	14413012	-
19	14412827	14413012	-
19	14413092	14419269	-
19	14413208	14419269	-
19	14413213	14419269	-
19	14413224	14413979	-
19	14413224	14414286	-
19	14413224	14414887	-
19	14413224	14414997	-
19	14413224	14415947	-
19	14413224	14416268	-
19	14413224	14418424	-
19	14413224	14418928	-
19	14413224	14419269	-
19	14413277	14419269	-
19	14413370	14413443	-
19	14414014	14418928	-
19	14414460	14414770	-
19	14414470	14414770	-
19	14414473	14414770	-
19	14414603	14414715	-
19	14414934	14419269	-
19	14415387	14416110	-
19	14415988	14418928	-
19	14416405	14418928	-
19	14416405	14419269	-
19	14416908	14417427	-
19	14417754	14417924	-
19	14433542	14434589	+
19	15333591	15342094	+
19	15335487	15335523	+
19	15335573	15335707	+
19	15335717	15335857	+
19	15336220	15336952	+
19	15336605	15336748	+
19	15336605	15343568	+
19	15336605	15344231	+
19	15339584	15339899	+
19	15344366	15344523	+
19	15346522	15347103	-
19	15354362	15355070	-
19	15355370	15358966	-
19	15355370	15360847	-
19	15355370	15361728	-
19	15355478	15358966	-
19	15356517	15358475	-
19	15357040	15357795	-
19	15357937	15359189	-
19	15359062	15360847	-
19	15359062	15361728	-
19	15360949	15361728	-
19	15360978	15361728	-
19	15361006	15361728	-
19	15361062	15361728	-
19	15361070	15361728	-
19	15361460	15361596	-
19	15361822	15362109	-
19	15362251	15368234	-
19	15362251	15370145	-
19	15362251	15379712	-
19	15362808	15363197	-
19	15364275	15364867	-
19	15364281	15364470	-
19	15364470	15365910	-
19	15364581	15364719	-
19	15364597	15364867	-
19	15366496	15367569	-
19	15366935	15367514	-
19	15368322	15368761	-
19	15368322	15369066	-
19	15368322	15370145	-
19	15368322	15371951	-
19	15368322	15371953	-
19	15368339	15370145	-
19	15368360	15370145	-
19	15368908	15369066	-
19	15368908	15370145	-
19	15369176	15370145	-
19	15369185	15370145	-
19	15369224	15370145	-
19	15370179	15371951	-
19	15370179	15371953	-
19	15370713	15371570	-
19	15370751	15371608	-
19	15370862	15371719	-
19	15370878	15371737	-
19	15371998	15372217	-
19	15372347	15372789	-
19	15372347	15372850	-
19	15372347	15379712	-
19	15372374	15372850	-
19	15373340	15373785	-
19	15373340	15373834	-
19	15373340	15374602	-
19	15373340	15376975	-
19	15373340	15379712	-
19	15373899	15373928	-
19	15374065	15374602	-
19	15374065	15376975	-
19	15374065	15379712	-
19	15374635	15376975	-
19	15374635	15379712	-
19	15374664	15376975	-
19	15375702	15376639	-
19	15375870	15377700	-
19	15377014	15377285	-
19	15377014	15378488	-
19	15377014	15379025	-
19	15377014	15379289	-
19	15377014	15379371	-
19	15377014	15379712	-
19	15379408	15381054	+
19	15380160	15410557	-
19	15380223	15380516	-
19	15380229	15380379	-
19	15380407	15380516	-
19	15380430	15380516	-
19	15380430	15397149	-
19	15380451	15380516	-
19	15380597	15397149	-
19	15380612	15381749	-
19	15380612	15381976	-
19	15380612	15381994	-
19	15380612	15391949	-
19	15380612	15392412	-
19	15380612	15397149	-
19	15380612	15410519	-
19	15380633	15397149	-
19	15380821	15381054	+
19	15382049	15397149	-
19	15382769	15383311	+
19	15383471	15384208	+
19	15384014	15384381	-
19	15384020	15385687	-
19	15384163	15384530	-
19	15384442	15385120	+
19	15384530	15386889	-
19	15384915	15385022	+
19	15385059	15391620	-
19	15385091	15385295	-
19	15385091	15385713	-
19	15385209	15385413	-
19	15385209	15410173	-
19	15385225	15385429	-
19	15385275	15385479	-
19	15385413	15386142	-
19	15385713	15385847	-
19	15385713	15391949	-
19	15386158	15386907	-
19	15386768	15387881	-
19	15387700	15389645	-
19	15387715	15388670	-
19	15387715	15388969	-
19	15387715	15389527	-
19	15387715	15392651	-
19	15387881	15395906	-
19	15388655	15388954	-
19	15388678	15388977	+
19	15388700	15395769	+
19	15388790	15391332	-
19	15388838	15389147	-
19	15388838	15395906	-
19	15389535	15390178	+
19	15389557	15395769	+
19	15389706	15390354	+
19	15391200	15391835	-
19	15391200	15392636	-
19	15391978	15392790	+
19	15392091	15392412	-
19	15392489	15397149	-
19	15393896	15397149	-
19	15397203	15397519	-
19	15397203	15403657	-
19	15397280	15397489	-
19	15397280	15397519	-
19	15397306	15397519	-
19	15397320	15397519	-
19	15397625	15397713	-
19	15397625	15397759	-
19	15397625	15399301	-
19	15397625	15400793	-
19	15397625	15403474	-
19	15397625	15403652	-
19	15397625	15403657	-
19	15397625	15410519	-
19	15397855	15397959	-
19	15397855	15398496	-
19	15397855	15398629	-
19	15397855	15399301	-
19	15397855	15399831	-
19	15397855	15400294	-
19	15397855	15400793	-
19	15397855	15403474	-
19	15397855	15403657	-
19	15398703	15399301	-
19	15398731	15399301	-
19	15398766	15399301	-
19	15399151	15399301	-
19	15399410	15399831	-
19	15399410	15400294	-
19	15399410	15400793	-
19	15399676	15399831	-
19	15399676	15400294	-
19	15399676	15400793	-
19	15399891	15400294	-
19	15399960	15400294	-
19	15399967	15400294	-
19	15399984	15400294	-
19	15400100	15400294	-
19	15400358	15400793	-
19	15400358	15400946	-
19	15400393	15400793	-
19	15400864	15400946	-
19	15400864	15410519	-
19	15401043	15401149	-
19	15401263	15403474	-
19	15401293	15403474	-
19	15401603	15401702	-
19	15401603	15402470	-
19	15401603	15402758	-
19	15401603	15402931	-
19	15401603	15403474	-
19	15401603	15403652	-
19	15401603	15403657	-
19	15401603	15404009	-
19	15401603	15410519	-
19	15401603	15418910	-
19	15402931	15403474	-
19	15403545	15403657	-
19	15403555	15403652	-
19	15403555	15403657	-
19	15403555	15404009	-
19	15403555	15410519	-
19	15403582	15403657	-
19	15403715	15404003	-
19	15403715	15404009	-
19	15403715	15410519	-
19	15404042	15407956	-
19	15404042	15410519	-
19	15404042	15418910	-
19	15408129	15410519	-
19	15410594	15413183	-
19	15410594	15417634	-
19	15410594	15418910	-
19	15410594	15419058	-
19	15413271	15418910	-
19	15414576	15415974	-
19	15414598	15415808	-
19	15415038	15415236	-
19	15416446	15418910	-
19	15418716	15418910	-
19	15423235	15423413	-
19	15423235	15424182	-
19	15423235	15424289	-
19	15424378	15424612	-
19	15425032	15425240	-
19	15425768	15426981	-
19	15427533	15428109	-
19	15427533	15429585	-
19	15427533	15432433	-
19	15427533	15436805	-
19	15428508	15429585	-
19	15430089	15431011	-
19	15430089	15432433	-
19	15430089	15436805	-
19	15431182	15432433	-
19	15431182	15433164	-
19	15431182	15433240	-
19	15431182	15436805	-
19	15437129	15438577	-
19	35248976	35250314	+
19	35249080	35267409	+
19	35249131	35250314	+
19	35249131	35250376	+
19	35249131	35250403	+
19	35249368	35250314	+
19	35249574	35250314	+
19	35249642	35250314	+
19	35250361	35250556	+
19	35250392	35250623	+
19	35250659	35251180	+
19	35250659	35254004	+
19	35250659	35254280	+
19	35250659	35254517	+
19	35250659	35258944	+
19	35250659	35261924	+
19	35250659	35262545	+
19	35250659	35266358	+
19	35250659	35266678	+
19	35250659	35266835	+
19	35250840	35255291	+
19	35250846	35252600	+
19	35251961	35260418	+
19	35252417	35253088	+
19	35252924	35258349	+
19	35254860	35258944	+
19	35255480	35255961	+
19	35255644	35258944	+
19	35259039	35267659	+
19	35259064	35259197	+
19	35259064	35259239	+
19	35259064	35259735	+
19	35259064	35260998	+
19	35259064	35261397	+
19	35259064	35261924	+
19	35259064	35262545	+
19	35259064	35266358	+
19	35259064	35266678	+
19	35259064	35266835	+
19	35259535	35260724	+
19	35259821	35260998	+
19	35259821	35261397	+
19	35259821	35261924	+
19	35259821	35266358	+
19	35261981	35262545	+
19	35261981	35266358	+
19	35262692	35263546	+
19	35262692	35266358	+
19	35262692	35266678	+
19	35262692	35266835	+
19	35263597	35266358	+
19	35266004	35266504	-
19	35266403	35267389	+
19	35266416	35267334	-
19	35266428	35267352	+
19	35266479	35267172	-
19	35266479	35267926	-
19	35266532	35266678	+
19	35266532	35266835	+
19	35266532	35266838	+
19	35266738	35266835	+
19	35266738	35266838	+
19	35266770	35267800	-
19	35266770	35268289	-
19	35266928	35267292	-
19	35266937	35267317	-
19	35266967	35267041	+
19	35266967	35267108	+
19	35266967	35267514	+
19	35266967	35267823	+
19	35267150	35267285	-
19	35267156	35267285	-
19	35267156	35267292	-
19	35267173	35267317	-
19	35267257	35267352	+
19	35267317	35267419	-
19	35267352	35267379	+
19	35267419	35267509	-
19	35267419	35267551	-
19	35267419	35267569	-
19	35267484	35267559	+
19	35267514	35267559	+
19	35267540	35267697	-
19	35267587	35267661	-
19	35267599	35267626	+
19	35267599	35267634	+
19	35267599	35267653	+
19	35267734	35267823	+
19	35267734	35267906	+
19	35269136	35269620	-
19	35269163	35269445	+
19	35269163	35269580	+
19	35269358	35269445	+
19	35269464	35278707	+
19	35269492	35269580	+
19	35269492	35270758	+
19	35269699	35269770	+
19	35269699	35269802	+
19	35269699	35270292	+
19	35269699	35270446	+
19	35269699	35270469	+
19	35269699	35270717	+
19	35269699	35270758	+
19	35269699	35271100	+
19	35269922	35269980	+
19	35269922	35270446	+
19	35269922	35270469	+
19	35269922	35270758	+
19	35270003	35270292	+
19	35270003	35270446	+
19	35270003	35270717	+
19	35270597	35270717	+
19	35270597	35270722	+
19	35270805	35271082	+
19	35271141	35275081	+
19	35271141	35275782	+
19	35271141	35278572	+
19	35271141	35278670	+
19	35271141	35278697	+
19	35271141	35278760	+
19	35271141	35278945	+
19	35271152	35278697	+
19	35271283	35278697	+
19	35272241	35272900	-
19	35272401	35272900	-
19	35272984	35273116	-
19	35275425	35275782	+
19	35275425	35278697	+
19	35275900	35278697	+
19	35276829	35278697	+
19	35278792	35278945	+
19	35278792	35278947	+
19	35278792	35278952	+
19	35278792	35278969	+
19	35279074	35279138	+
19	35279074	35279166	+
19	35279533	35279589	+
19	35279533	35279664	+
19	35279558	35279664	+
19	35279634	35279664	+
19	35280927	35282525	+
19	35280927	35284788	+
19	35282667	35284619	+
19	35282667	35284788	+
19	35282667	35284937	+
19	35284639	35284788	+
19	35284848	35284937	+
19	35292204	35294234	+
19	35292204	35295385	+
19	35294290	35295385	+
19	35294290	35295454	+
19	35294290	35295612	+
19	35295454	35295612	+
19	35295510	35295612	+
19	35295981	35299553	+
19	45019205	45019820	+
19	45019341	45020035	+
19	45019953	45022052	+
19	45019994	45022052	+
19	45020350	45021069	+
19	45020491	45021852	+
19	45021705	45022052	+
19	45021705	45031254	+
19	45021717	45022690	+
19	45022079	45037830	+
19	45022210	45022427	+
19	45022210	45023458	+
19	45022210	45023621	+
19	45022210	45024575	+
19	45022210	45025040	+
19	45022210	45025328	+
19	45022210	45028887	+
19	45022452	45025328	+
19	45022516	45025328	+
19	45023715	45024439	+
19	45023715	45025136	+
19	45023715	45025328	+
19	45023893	45024692	+
19	45023893	45025002	+
19	45024118	45024439	+
19	45024439	45025136	+
19	45024506	45025328	+
19	45024692	45025002	+
19	45024692	45025136	+
19	45024692	45025328	+
19	45024854	45025328	+
19	45025136	45025328	+
19	45025420	45025605	+
19	45025420	45028887	+
19	45025737	45028887	+
19	45025737	45032533	+
19	45027762	45028887	+
19	45028982	45032533	+
19	45028982	45032535	+
19	45028982	45032558	+
19	45028982	45034243	+
19	45028992	45029197	+
19	45028992	45031309	+
19	45028992	45032509	+
19	45028992	45032533	+
19	45028992	45032535	+
19	45028992	45032555	+
19	45028992	45032558	+
19	45028992	45032610	+
19	45028992	45032628	+
19	45028992	45034243	+
19	45029481	45029618	+
19	45030070	45030241	+
19	45031402	45032533	+
19	45031484	45032533	+
19	45031596	45032224	+
19	45032600	45037692	+
19	45032749	45034243	+
19	45032749	45034247	+
19	45032749	45037404	+
19	45033748	45033941	+
19	45034312	45034450	+
19	45034312	45037404	+
19	45034528	45037404	+
19	45035853	45037404	+
19	45036805	45037167	+
19	45037571	45037692	+
19	45037692	45037742	+
19	45039108	45039178	+
19	45039108	45039917	+
19	45039108	45040049	+
19	45039108	45040183	+
19	45040224	45064384	+
19	45040311	45043605	+
19	45040311	45047087	+
19	45040311	45051822	+
19	45040311	45052070	+
19	45040311	45052073	+
19	45040311	45052790	+
19	45040311	45056449	+
19	45040703	45042894	+
19	45040703	45044159	+
19	45040736	45045267	+
19	45040827	45041084	+
19	45040861	45041118	+
19	45046247	45046463	+
19	45047943	45048394	+
19	45051981	45052070	+
19	45052097	45053110	+
19	45052168	45052790	+
19	45052892	45053078	+
19	45052892	45053097	+
19	45053177	45056449	+
19	45053177	45057749	+
19	45056534	45057749	+
19	45057798	45064393	+
19	45057882	45059267	+
19	45057898	45059267	+
19	45057898	45060388	+
19	45059364	45059692	+
19	45059364	45060388	+
19	45060467	45060553	+
19	45060627	45062153	+
19	45062195	45064011	+
19	45062195	45069065	+
19	45063589	45064011	+
19	45064035	45070895	+
19	45064227	45064342	+
19	45064231	45064342	+
19	45064630	45067336	+
19	45064630	45069065	+
19	45064632	45067336	+
19	45065496	45066558	+
19	45066165	45066549	+
19	45066171	45066558	+
19	45066246	45066509	+
19	45067594	45068014	+
19	45067594	45068419	+
19	45067594	45069065	+
19	45068054	45068419	+
19	45068054	45069065	+
19	45068058	45068419	+
19	45068058	45068533	+
19	45068058	45069065	+
19	45068120	45068419	+
19	45068478	45069065	+
19	45068480	45069065	+
19	45068596	45069065	+
19	45068604	45069065	+
19	45069120	45069201	+
19	45069124	45069201	+
19	45069124	45069211	+
19	45069124	45070021	+
19	45069248	45069812	+
19	45069248	45069940	+
19	45069248	45069943	+
19	45069248	45070021	+
19	45069757	45070021	+
19	45070104	45070536	+
19	45070561	45070802	+
19	45070561	45070886	+
19	45071606	45076269	-
19	45072580	45075712	-
19	45073480	45074283	-
19	45075862	45076075	-
19	45075920	45076075	-
19	45076876	45090068	-
19	45079279	45079906	+
19	45079279	45079935	+
19	45079279	45087970	+
19	45079279	45090106	+
19	45079377	45079906	+
19	45079377	45079935	+
19	45079377	45087970	+
19	45079377	45090106	+
19	45079414	45090113	-
19	45079617	45079906	+
19	45079617	45079935	+
19	45079617	45087970	+
19	45079617	45090106	+
19	45079628	45079906	+
19	45079628	45090106	+
19	45080029	45081647	+
19	45080029	45084779	+
19	45080029	45084800	+
19	45080029	45086868	+
19	45080029	45087761	+
19	45080029	45087776	+
19	45080029	45087970	+
19	45080029	45088508	+
19	45080029	45090106	+
19	45080426	45081391	+
19	45080434	45081385	+
19	45081053	45081877	-
19	45081056	45081221	-
19	45081070	45081359	+
19	45081239	45081836	+
19	45083843	45083992	-
19	45085640	45090068	-
19	45085685	45086170	-
19	45087881	45090106	+
19	45088088	45090106	+
19	45088223	45090106	+
19	45088309	45090106	+
19	45088700	45090106	+
19	45089023	45089618	-
19	45089152	45089728	+
19	45089219	45089796	+
19	45090193	45090312	-
19	45090229	45090312	-
19	45090264	45090402	-
19	45090439	45090560	-
19	45090497	45090908	-
19	45090497	45090950	-
20	2636004	2637473	+
20	2637591	2641133	+
20	2643865	2644084	-
20	2643865	2644240	-
20	2644381	2652359	-
20	2645364	2652359	-
20	2652663	2652841	+
20	2652663	2653278	+
20	2652663	2653359	+
20	2652663	2657928	+
20	2652901	2653278	+
20	2652931	2653261	+
20	2652931	2653278	+
20	2652931	2653316	+
20	2652931	2653359	+
20	2652931	2657928	+
20	2652935	2653278	+
20	2653173	2653278	+
20	2653393	2653678	+
20	2653393	2654175	+
20	2653393	2654208	+
20	2653393	2654380	+
20	2653393	2654388	+
20	2653393	2654413	+
20	2653393	2654427	+
20	2653393	2655324	+
20	2653393	2656773	+
20	2653393	2657928	+
20	2653923	2654005	+
20	2654308	2654380	+
20	2654308	2654388	+
20	2654308	2654413	+
20	2654475	2658114	+
20	2654475	2658117	+
20	2654508	2656486	+
20	2654531	2657936	+
20	2654553	2656850	+
20	2654575	2654748	+
20	2654575	2654751	+
20	2654575	2655324	+
20	2654575	2657928	+
20	2654846	2655324	+
20	2654851	2655328	+
20	2654947	2655237	+
20	2654947	2655241	+
20	2654947	2655324	+
20	2654947	2655594	+
20	2654947	2655933	+
20	2654947	2656400	+
20	2654947	2656773	+
20	2655242	2655324	+
20	2655246	2655324	+
20	2655475	2655711	+
20	2655512	2655594	+
20	2655542	2655933	+
20	2655542	2655937	+
20	2655542	2656137	+
20	2655542	2656400	+
20	2655542	2656471	+
20	2655542	2656773	+
20	2655542	2657080	+
20	2655542	2657928	+
20	2655650	2655933	+
20	2655710	2655933	+
20	2655746	2655933	+
20	2655746	2655937	+
20	2655746	2656137	+
20	2655746	2656400	+
20	2655746	2656773	+
20	2655933	2656400	+
20	2655933	2656773	+
20	2655983	2656400	+
20	2656034	2656137	+
20	2656034	2656400	+
20	2656034	2656402	+
20	2656034	2656471	+
20	2656034	2656773	+
20	2656034	2657186	+
20	2656214	2656400	+
20	2656214	2656471	+
20	2656214	2656773	+
20	2656214	2657186	+
20	2656316	2656400	+
20	2656519	2656773	+
20	2656549	2656728	+
20	2656549	2656749	+
20	2656549	2656773	+
20	2656549	2656775	+
20	2656549	2657080	+
20	2656889	2657080	+
20	2656895	2657053	+
20	2656895	2657063	+
20	2656895	2657080	+
20	2656895	2657084	+
20	2656895	2657372	+
20	2656895	2657928	+
20	2657213	2658051	+
20	2657218	2657372	+
20	2657218	2657638	+
20	2657218	2657903	+
20	2657218	2657928	+
20	2657218	2657931	+
20	2657488	2657638	+
20	2657488	2657928	+
20	2657493	2657928	+
20	2657692	2657928	+
20	2657976	2658110	+
20	2657976	2658132	+
20	2657976	2658156	+
20	2658471	2660479	-
20	2658471	2660908	-
20	2658471	2663659	-
20	2658522	2658626	-
20	2658522	2658637	-
20	2658522	2658692	-
20	2658522	2658727	-
20	2658522	2658758	-
20	2658522	2658776	-
20	2658522	2658787	-
20	2658522	2659524	-
20	2658522	2660029	-
20	2658522	2660262	-
20	2658554	2659769	-
20	2658808	2659524	-
20	2658837	2659108	-
20	2658837	2659524	-
20	2658837	2659542	-
20	2658837	2660029	-
20	2658837	2660067	-
20	2658837	2660262	-
20	2659312	2659524	-
20	2659417	2659524	-
20	2659585	2659694	-
20	2659585	2659698	-
20	2659585	2660029	-
20	2659585	2660067	-
20	2659585	2660262	-
20	2659585	2660696	-
20	2659585	2660908	-
20	2659608	2659698	-
20	2659647	2660219	-
20	2659793	2660029	-
20	2659793	2660067	-
20	2659793	2660262	-
20	2659793	2660456	-
20	2659793	2660696	-
20	2659819	2660029	-
20	2659819	2660067	-
20	2659819	2660262	-
20	2660082	2660262	-
20	2660167	2660262	-
20	2660176	2660262	-
20	2660262	2660696	-
20	2660337	2660456	-
20	2660337	2660696	-
20	2660365	2660456	-
20	2660365	2660485	-
20	2660365	2660696	-
20	2660365	2660908	-
20	2660485	2660557	-
20	2660588	2660696	-
20	2660590	2660696	-
20	2660590	2660908	-
20	2660622	2660696	-
20	2660800	2660908	-
20	2660829	2660908	-
20	2660969	2663001	-
20	2660969	2663445	-
20	2661242	2662961	-
20	2663485	2663521	-
20	2663566	2663659	-
20	2663566	2663924	-
20	2663752	2663968	-
20	2663758	2663924	-
20	2663814	2663924	-
20	2664005	2664152	-
20	2664026	2664152	-
20	2664606	2665257	+
22	40769773	40770573	-
22	40769773	40773936	-
22	40770865	40773936	-
22	40770981	40773936	-
22	40770981	40773941	-
22	40770981	40777039	-
22	40770981	40779008	-
22	40774019	40776168	-
22	40774019	40776189	-
22	40774019	40777039	-
22	40774019	40777057	-
22	40774019	40819194	-
22	40775663	40781445	-
22	40776308	40777039	-
22	40777135	40777227	-
22	40777135	40779008	-
22	40777359	40779008	-
22	40777373	40777475	-
22	40777373	40778365	-
22	40777373	40779008	-
22	40777373	40779017	-
22	40777373	40794513	-
22	40777373	40799022	-
22	40777392	40779008	-
22	40777617	40779008	-
22	40778472	40779008	-
22	40779125	40779757	-
22	40779125	40784512	-
22	40779125	40792524	-
22	40779125	40792572	-
22	40779125	40794513	-
22	40779125	40797283	-
22	40779125	40799022	-
22	40779125	40817202	-
22	40779125	40819194	-
22	40779125	40819197	-
22	40779894	40784512	-
22	40779894	40792524	-
22	40779894	40794513	-
22	40779894	40819194	-
22	40784512	40813277	-
22	40784604	40784862	-
22	40784604	40792524	-
22	40784604	40794513	-
22	40784910	40792524	-
22	40785922	40786050	-
22	40788010	40789895	-
22	40792595	40794513	-
22	40792595	40797253	-
22	40792595	40797283	-
22	40792676	40794513	-
22	40792676	40797283	-
22	40792676	40799022	-
22	40792676	40819194	-
22	40793841	40796019	-
22	40794580	40797224	-
22	40794580	40797253	-
22	40794580	40797283	-
22	40794580	40799022	-
22	40794580	40819194	-
22	40794580	40819197	-
22	40797336	40799022	-
22	40799036	40819194	-
22	40799040	40819194	-
22	40799083	40799560	-
22	40799083	40806509	-
22	40799083	40814632	-
22	40799083	40817202	-
22	40799083	40819194	-
22	40799083	40819197	-
22	40799671	40819194	-
22	40804849	40813277	-
22	40812747	40813277	-
22	40813277	40815112	-
22	40813277	40818580	-
22	40815926	40816909	-
22	40815926	40817281	-
22	40815926	40818457	-
22	40817377	40819194	-
22	40826659	40827095	-
22	40826666	40827095	-
22	40826666	40827205	-
22	40826666	40829625	-
22	40827229	40829221	-
22	40827229	40829494	-
22	40827229	40829625	-
22	40827229	40830839	-
22	40827229	40832568	-
22	40827229	40835559	-
22	40827252	40829625	-
22	40829515	40829625	-
22	40829667	40830839	-
22	40829671	40830839	-
22	40829674	40829772	-
22	40829674	40829813	-
22	40829674	40830839	-
22	40829674	40830878	-
22	40829674	40832568	-
22	40829674	40835559	-
22	40829913	40830839	-
22	40830950	40832564	-
22	40830950	40832568	-
22	40830950	40835559	-
22	40830956	40832013	-
22	40830956	40832086	-
22	40830956	40832401	-
22	40830956	40832568	-
22	40830956	40835559	-
22	40832216	40832568	-
22	40832216	40835559	-
22	40832663	40835559	-
22	40832671	40833165	-
22	40832671	40835054	-
22	40832671	40835559	-
22	40835176	40835559	-
22	40835651	40835802	-
22	40835670	40835802	-
22	40835887	40838500	-
22	40836903	40838752	-
3	185916804	185929085	-
3	185917725	185918364	-
3	185917725	185919436	-
3	185917725	185921103	-
3	185917748	185918364	-
3	185918396	185921103	-
3	185918403	185926637	-
3	185918411	185919436	-
3	185918411	185921103	-
3	185918435	185919436	-
3	185918435	185921103	-
3	185918438	185919436	-
3	185918438	185921103	-
3	185918438	185922010	-
3	185918438	185923795	-
3	185918438	185925463	-
3	185918461	185919436	-
3	185918467	185919436	-
3	185919466	185921103	-
3	185919482	185923848	-
3	185919491	185921103	-
3	185919494	185921103	-
3	185919496	185920664	-
3	185919496	185921103	-
3	185919496	185922010	-
3	185919496	185923795	-
3	185919496	185925463	-
3	185920519	185920664	-
3	185920674	185921654	-
3	185921162	185922027	-
3	185921181	185922010	-
3	185921181	185925545	-
3	185921187	185922010	-
3	185921187	185923795	-
3	185921187	185925463	-
3	185921187	185937824	-
3	185922119	185923795	-
3	185922126	185922342	-
3	185922126	185923162	-
3	185922126	185923795	-
3	185922126	185925463	-
3	185922126	185931576	-
3	185922126	185937824	-
3	185922466	185923795	-
3	185923984	185924477	-
3	185923984	185925463	-
3	185923984	185926600	-
3	185923984	185931576	-
3	185923984	185937824	-
3	185924008	185925463	-
3	185924647	185925463	-
3	185924804	185925463	-
3	185925545	185926600	-
3	185925545	185926618	-
3	185925599	185926678	-
3	185925620	185926600	-
3	185925626	185926600	-
3	185925626	185926663	-
3	185925626	185930112	-
3	185925626	185931454	-
3	185925626	185931576	-
3	185925626	185937824	-
3	185925644	185926600	-
3	185926639	185937832	-
3	185926646	185937919	-
3	185926650	185926678	-
3	185926705	185937919	-
3	185926714	185931576	-
3	185926714	185937824	-
3	185926734	185926876	-
3	185926734	185927512	-
3	185926734	185930112	-
3	185926734	185931454	-
3	185926734	185931566	-
3	185926734	185931576	-
3	185926734	185931606	-
3	185926734	185931619	-
3	185926734	185937373	-
3	185926734	185937824	-
3	185926779	185931576	-
3	185926938	185930112	-
3	185926938	185931576	-
3	185926938	185937824	-
3	185927565	185931576	-
3	185930226	185931454	-
3	185930226	185931576	-
3	185930247	185931576	-
3	185931852	185932502	-
3	185931852	185932672	-
3	185931852	185932755	-
3	185931852	185932787	-
3	185931852	185934133	-
3	185931852	185934428	-
3	185931852	185936237	-
3	185931852	185936611	-
3	185931852	185937373	-
3	185931852	185937824	-
3	185932846	185934428	-
3	185932846	185937824	-
3	185934505	185936237	-
3	185934505	185936611	-
3	185934505	185937373	-
3	185934505	185937824	-
3	185936550	185937373	-
3	185937890	185937919	-
6	3241110	3275677	+
6	3244926	3245658	-
6	3245695	3246824	-
6	3245954	3247103	+
6	3246160	3246886	+
6	3246949	3247145	-
6	3246949	3247318	-
6	3254421	3255050	+
6	3254436	3255050	+
6	3254540	3255050	+
6	3254891	3255050	+
6	3255229	3257325	+
6	3255229	3263683	+
6	3255229	3267590	+
6	3255229	3269103	+
6	3259037	3259075	+
6	3259196	3261918	+
6	3259196	3263140	+
6	3259196	3263388	+
6	3259196	3263683	+
6	3259196	3267590	+
6	3259196	3267594	+
6	3259196	3269103	+
6	3259196	3280111	+
6	3260979	3263683	+
6	3261142	3263683	+
6	3263314	3263683	+
6	3263759	3264173	+
6	3263759	3264193	+
6	3263759	3264208	+
6	3263759	3267590	+
6	3263759	3267594	+
6	3263759	3269103	+
6	3263759	3271393	+
6	3263759	3280111	+
6	3263841	3267590	+
6	3264039	3267590	+
6	3264039	3267594	+
6	3264325	3267590	+
6	3264325	3267594	+
6	3264325	3269103	+
6	3267752	3269103	+
6	3269107	3269388	-
6	3269428	3269515	+
6	3269433	3269515	+
6	3269458	3272319	-
6	3269548	3272319	-
6	3271272	3271880	+
6	3272491	3272828	-
6	3273412	3283851	-
6	3273412	3285078	-
6	3275618	3279482	+
6	3275677	3279418	+
6	3276976	3283851	-
6	3280605	3283348	-
6	3283975	3284935	-
6	3283975	3284939	-
6	3283975	3285078	-
6	3283975	3286858	-
6	3284959	3285078	-
6	3285111	3286858	-
6	3286483	3286858	-
6	36594382	36596760	+
6	36594382	36596925	+
6	36594442	36601707	+
6	36594481	36594908	+
6	36594481	36596727	+
6	36594481	36596760	+
6	36594481	36596795	+
6	36594481	36598848	+
6	36594481	36599820	+
6	36594481	36601151	+
6	36594481	36601721	+
6	36594481	36601725	+
6	36594481	36601755	+
6	36594755	36596760	+
